Num of Spin	Line	BetPerLine	TotalCoinIn	FreeSpin TotalTimes	fsTimes	Symbol1	FreeSpin 2 Symbol1 Hit 	FreeSpin 3 Symbol1 Hit 	FreeSpin 4 Symbol1 Hit 	FreeSpin 5 Symbol1 Hit 	FreeSpin Symbol1 Total Hit 	FreeSpin 2 Symbol1 win 	FreeSpin 3 Symbol1 win 	FreeSpin 4 Symbol1 win 	FreeSpin 5 Symbol1 win 	FreeSpin Symbol1 Total Win Pay 	Symbol2	FreeSpin 2 Symbol2 Hit 	FreeSpin 3 Symbol2 Hit 	FreeSpin 4 Symbol2 Hit 	FreeSpin 5 Symbol2 Hit 	FreeSpin Symbol2 Total Hit 	FreeSpin 2 Symbol2 win 	FreeSpin 3 Symbol2 win 	FreeSpin 4 Symbol2 win 	FreeSpin 5 Symbol2 win 	FreeSpin Symbol2 Total Win Pay 	Symbol3	FreeSpin 2 Symbol3 Hit 	FreeSpin 3 Symbol3 Hit 	FreeSpin 4 Symbol3 Hit 	FreeSpin 5 Symbol3 Hit 	FreeSpin Symbol3 Total Hit 	FreeSpin 2 Symbol3 win 	FreeSpin 3 Symbol3 win 	FreeSpin 4 Symbol3 win 	FreeSpin 5 Symbol3 win 	FreeSpin Symbol3 Total Win Pay 	Symbol4	FreeSpin 2 Symbol4 Hit 	FreeSpin 3 Symbol4 Hit 	FreeSpin 4 Symbol4 Hit 	FreeSpin 5 Symbol4 Hit 	FreeSpin Symbol4 Total Hit 	FreeSpin 2 Symbol4 win 	FreeSpin 3 Symbol4 win 	FreeSpin 4 Symbol4 win 	FreeSpin 5 Symbol4 win 	FreeSpin Symbol4 Total Win Pay 	Symbol5	FreeSpin 2 Symbol5 Hit 	FreeSpin 3 Symbol5 Hit 	FreeSpin 4 Symbol5 Hit 	FreeSpin 5 Symbol5 Hit 	FreeSpin Symbol5 Total Hit 	FreeSpin 2 Symbol5 win 	FreeSpin 3 Symbol5 win 	FreeSpin 4 Symbol5 win 	FreeSpin 5 Symbol5 win 	FreeSpin Symbol5 Total Win Pay 	Symbol6	FreeSpin 2 Symbol6 Hit 	FreeSpin 3 Symbol6 Hit 	FreeSpin 4 Symbol6 Hit 	FreeSpin 5 Symbol6 Hit 	FreeSpin Symbol6 Total Hit 	FreeSpin 2 Symbol6 win 	FreeSpin 3 Symbol6 win 	FreeSpin 4 Symbol6 win 	FreeSpin 5 Symbol6 win 	FreeSpin Symbol6 Total Win Pay 	Symbol7	FreeSpin 2 Symbol7 Hit 	FreeSpin 3 Symbol7 Hit 	FreeSpin 4 Symbol7 Hit 	FreeSpin 5 Symbol7 Hit 	FreeSpin Symbol7 Total Hit 	FreeSpin 2 Symbol7 win 	FreeSpin 3 Symbol7 win 	FreeSpin 4 Symbol7 win 	FreeSpin 5 Symbol7 win 	FreeSpin Symbol7 Total Win Pay 	Symbol8	FreeSpin 2 Symbol8 Hit 	FreeSpin 3 Symbol8 Hit 	FreeSpin 4 Symbol8 Hit 	FreeSpin 5 Symbol8 Hit 	FreeSpin Symbol8 Total Hit 	FreeSpin 2 Symbol8 win 	FreeSpin 3 Symbol8 win 	FreeSpin 4 Symbol8 win 	FreeSpin 5 Symbol8 win 	FreeSpin Symbol8 Total Win Pay 	Symbol9	FreeSpin 2 Symbol9 Hit 	FreeSpin 3 Symbol9 Hit 	FreeSpin 4 Symbol9 Hit 	FreeSpin 5 Symbol9 Hit 	FreeSpin Symbol9 Total Hit 	FreeSpin 2 Symbol9 win 	FreeSpin 3 Symbol9 win 	FreeSpin 4 Symbol9 win 	FreeSpin 5 Symbol9 win 	FreeSpin Symbol9 Total Win Pay 	Symbol10	FreeSpin 2 Symbol10 Hit 	FreeSpin 3 Symbol10 Hit 	FreeSpin 4 Symbol10 Hit 	FreeSpin 5 Symbol10 Hit 	FreeSpin Symbol10 Total Hit 	FreeSpin 2 Symbol10 win 	FreeSpin 3 Symbol10 win 	FreeSpin 4 Symbol10 win 	FreeSpin 5 Symbol10 win 	FreeSpin Symbol10 Total Win Pay 	Symbol11	FreeSpin 2 Symbol11 Hit 	FreeSpin 3 Symbol11 Hit 	FreeSpin 4 Symbol11 Hit 	FreeSpin 5 Symbol11 Hit 	FreeSpin Symbol11 Total Hit 	FreeSpin 2 Symbol11 win 	FreeSpin 3 Symbol11 win 	FreeSpin 4 Symbol11 win 	FreeSpin 5 Symbol11 win 	FreeSpin Symbol11 Total Win Pay 	Symbol12	FreeSpin 2 Symbol12 Hit 	FreeSpin 3 Symbol12 Hit 	FreeSpin 4 Symbol12 Hit 	FreeSpin 5 Symbol12 Hit 	FreeSpin Symbol12 Total Hit 	FreeSpin 2 Symbol12 win 	FreeSpin 3 Symbol12 win 	FreeSpin 4 Symbol12 win 	FreeSpin 5 Symbol12 win 	FreeSpin Symbol12 Total Win Pay 	Symbol13	FreeSpin 2 Symbol13 Hit 	FreeSpin 3 Symbol13 Hit 	FreeSpin 4 Symbol13 Hit 	FreeSpin 5 Symbol13 Hit 	FreeSpin Symbol13 Total Hit 	FreeSpin 2 Symbol13 win 	FreeSpin 3 Symbol13 win 	FreeSpin 4 Symbol13 win 	FreeSpin 5 Symbol13 win 	FreeSpin Symbol13 Total Win Pay 	Symbol14	FreeSpin 2 Symbol14 Hit 	FreeSpin 3 Symbol14 Hit 	FreeSpin 4 Symbol14 Hit 	FreeSpin 5 Symbol14 Hit 	FreeSpin Symbol14 Total Hit 	FreeSpin 2 Symbol14 win 	FreeSpin 3 Symbol14 win 	FreeSpin 4 Symbol14 win 	FreeSpin 5 Symbol14 win 	FreeSpin Symbol14 Total Win Pay 	Symbol15	FreeSpin 2 Symbol15 Hit 	FreeSpin 3 Symbol15 Hit 	FreeSpin 4 Symbol15 Hit 	FreeSpin 5 Symbol15 Hit 	FreeSpin Symbol15 Total Hit 	FreeSpin 2 Symbol15 win 	FreeSpin 3 Symbol15 win 	FreeSpin 4 Symbol15 win 	FreeSpin 5 Symbol15 win 	FreeSpin Symbol15 Total Win Pay 	
623000	88	1	54824000	17128	17128	symbol1	0	393	35	3	431	0	314600	67000	10000	391600	symbol2	0	3374	519	49	3942	0	1454200	459800	84000	1998000	symbol3	0	2185	207	26	2418	0	903800	163600	40400	1107800	symbol4	0	3938	329	49	4316	0	842200	134300	43000	1019500	symbol5	0	3367	788	127	4282	0	717150	320400	105600	1143150	symbol6	0	5644	593	179	6416	0	942840	194320	128480	1265640	symbol7	0	6063	794	219	7076	0	742440	198360	116520	1057320	symbol8	0	6421	1050	199	7670	0	542440	174680	64560	781680	symbol9	0	4045	938	130	5113	0	170640	116190	33180	320010	symbol10	0	5089	1280	213	6582	0	212780	106400	34480	353660	symbol11	0	5165	623	203	5991	0	131310	26320	17180	174810	symbol12	0	281	0	0	281	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
624000	88	1	54912000	17152	17152	symbol1	0	393	35	3	431	0	314600	67000	10000	391600	symbol2	0	3377	519	49	3945	0	1455400	459800	84000	1999200	symbol3	0	2185	207	26	2418	0	903800	163600	40400	1107800	symbol4	0	3951	329	49	4329	0	843750	134300	43000	1021050	symbol5	0	3367	788	127	4282	0	717150	320400	105600	1143150	symbol6	0	5649	593	179	6421	0	943440	194320	128480	1266240	symbol7	0	6063	795	219	7077	0	742440	198480	116520	1057440	symbol8	0	6421	1050	199	7670	0	542440	174680	64560	781680	symbol9	0	4047	940	131	5118	0	170720	116430	33420	320570	symbol10	0	5089	1280	213	6582	0	212780	106400	34480	353660	symbol11	0	5165	623	203	5991	0	131310	26320	17180	174810	symbol12	0	281	0	0	281	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
625000	88	1	55000000	17192	17192	symbol1	0	393	35	3	431	0	314600	67000	10000	391600	symbol2	0	3387	519	49	3955	0	1462200	459800	84000	2006000	symbol3	0	2190	207	26	2423	0	905800	163600	40400	1109800	symbol4	0	3980	329	49	4358	0	852450	134300	43000	1029750	symbol5	0	3384	789	128	4301	0	722300	320700	106200	1149200	symbol6	0	5661	593	179	6433	0	944680	194320	128480	1267480	symbol7	0	6070	795	219	7084	0	743670	198480	116520	1058670	symbol8	0	6428	1057	199	7684	0	542960	176200	64560	783720	symbol9	0	4050	941	131	5122	0	170930	116640	33420	320990	symbol10	0	5114	1280	213	6607	0	213940	106400	34480	354820	symbol11	0	5182	623	203	6008	0	131754	26320	17180	175254	symbol12	0	282	0	0	282	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
626000	88	1	55088000	17208	17208	symbol1	0	398	35	3	436	0	319600	67000	10000	396600	symbol2	0	3387	519	49	3955	0	1462200	459800	84000	2006000	symbol3	0	2190	207	26	2423	0	905800	163600	40400	1109800	symbol4	0	3983	329	49	4361	0	853200	134300	43000	1030500	symbol5	0	3384	789	128	4301	0	722300	320700	106200	1149200	symbol6	0	5662	593	180	6435	0	944800	194320	128960	1268080	symbol7	0	6072	797	220	7089	0	743790	198720	116760	1059270	symbol8	0	6441	1057	199	7697	0	543880	176200	64560	784640	symbol9	0	4060	942	131	5133	0	171290	116760	33420	321470	symbol10	0	5117	1280	213	6610	0	214090	106400	34480	354970	symbol11	0	5188	623	203	6014	0	131904	26320	17180	175404	symbol12	0	282	0	0	282	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
627000	88	1	55176000	17208	17208	symbol1	0	398	35	3	436	0	319600	67000	10000	396600	symbol2	0	3387	519	49	3955	0	1462200	459800	84000	2006000	symbol3	0	2190	207	26	2423	0	905800	163600	40400	1109800	symbol4	0	3983	329	49	4361	0	853200	134300	43000	1030500	symbol5	0	3384	789	128	4301	0	722300	320700	106200	1149200	symbol6	0	5662	593	180	6435	0	944800	194320	128960	1268080	symbol7	0	6072	797	220	7089	0	743790	198720	116760	1059270	symbol8	0	6441	1057	199	7697	0	543880	176200	64560	784640	symbol9	0	4060	942	131	5133	0	171290	116760	33420	321470	symbol10	0	5117	1280	213	6610	0	214090	106400	34480	354970	symbol11	0	5188	623	203	6014	0	131904	26320	17180	175404	symbol12	0	282	0	0	282	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
628000	88	1	55264000	17224	17224	symbol1	0	398	35	3	436	0	319600	67000	10000	396600	symbol2	0	3387	519	49	3955	0	1462200	459800	84000	2006000	symbol3	0	2190	207	26	2423	0	905800	163600	40400	1109800	symbol4	0	3994	329	49	4372	0	854850	134300	43000	1032150	symbol5	0	3386	789	128	4303	0	722600	320700	106200	1149500	symbol6	0	5667	593	180	6440	0	945760	194320	128960	1269040	symbol7	0	6081	800	221	7102	0	744600	199080	117000	1060680	symbol8	0	6454	1059	200	7713	0	544600	176360	64720	785680	symbol9	0	4060	942	131	5133	0	171290	116760	33420	321470	symbol10	0	5117	1280	213	6610	0	214090	106400	34480	354970	symbol11	0	5188	623	203	6014	0	131904	26320	17180	175404	symbol12	0	282	0	0	282	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
629000	88	1	55352000	17304	17304	symbol1	0	400	35	3	438	0	321200	67000	10000	398200	symbol2	0	3412	519	49	3980	0	1470900	459800	84000	2014700	symbol3	0	2198	207	26	2431	0	909000	163600	40400	1113000	symbol4	0	4015	332	49	4396	0	859100	135100	43000	1037200	symbol5	0	3395	789	128	4312	0	724450	320700	106200	1151350	symbol6	0	5705	602	181	6488	0	951680	197680	129440	1278800	symbol7	0	6118	803	221	7142	0	749730	199800	117000	1066530	symbol8	0	6480	1059	200	7739	0	547300	176360	64720	788380	symbol9	0	4083	944	131	5158	0	172230	116940	33420	322590	symbol10	0	5124	1283	213	6620	0	214380	106640	34480	355500	symbol11	0	5230	628	205	6063	0	133200	26520	17400	177120	symbol12	0	284	0	0	284	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
630000	88	1	55440000	17336	17336	symbol1	0	400	35	3	438	0	321200	67000	10000	398200	symbol2	0	3412	519	49	3980	0	1470900	459800	84000	2014700	symbol3	0	2203	207	26	2436	0	911000	163600	40400	1115000	symbol4	0	4037	333	49	4419	0	864600	135700	43000	1043300	symbol5	0	3399	791	128	4318	0	725300	322000	106200	1153500	symbol6	0	5724	602	181	6507	0	955040	197680	129440	1282160	symbol7	0	6122	804	221	7147	0	750090	199920	117000	1067010	symbol8	0	6484	1063	200	7747	0	547540	176840	64720	789100	symbol9	0	4092	945	131	5168	0	172610	117150	33420	323180	symbol10	0	5139	1287	214	6640	0	214780	106920	34680	356380	symbol11	0	5236	628	205	6069	0	133344	26520	17400	177264	symbol12	0	284	0	0	284	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
631000	88	1	55528000	17376	17376	symbol1	0	404	35	3	442	0	326000	67000	10000	403000	symbol2	0	3415	519	49	3983	0	1473300	459800	84000	2017100	symbol3	0	2224	207	26	2457	0	918400	163600	40400	1122400	symbol4	0	4047	334	49	4430	0	866500	136100	43000	1045600	symbol5	0	3410	798	129	4337	0	727350	324200	107000	1158550	symbol6	0	5736	605	181	6522	0	957000	198400	129440	1284840	symbol7	0	6136	805	222	7163	0	752250	200040	117240	1069530	symbol8	0	6502	1066	201	7769	0	549160	177160	64880	791200	symbol9	0	4099	947	132	5178	0	173070	117510	33780	324360	symbol10	0	5150	1289	214	6653	0	215540	107080	34680	357300	symbol11	0	5252	633	205	6090	0	133800	26820	17400	178020	symbol12	0	285	0	0	285	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
632000	88	1	55616000	17408	17408	symbol1	0	404	35	3	442	0	326000	67000	10000	403000	symbol2	0	3418	519	49	3986	0	1474800	459800	84000	2018600	symbol3	0	2227	208	26	2461	0	920800	165200	40400	1126400	symbol4	0	4053	336	49	4438	0	868750	137100	43000	1048850	symbol5	0	3411	800	129	4340	0	727750	325800	107000	1160550	symbol6	0	5738	605	181	6524	0	957640	198400	129440	1285480	symbol7	0	6151	813	222	7186	0	754920	202140	117240	1074300	symbol8	0	6512	1066	201	7779	0	550580	177160	64880	792620	symbol9	0	4103	947	132	5182	0	173310	117510	33780	324600	symbol10	0	5160	1292	214	6666	0	216070	107560	34680	358310	symbol11	0	5274	633	205	6112	0	134712	26820	17400	178932	symbol12	0	287	0	0	287	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
633000	88	1	55704000	17416	17416	symbol1	0	404	35	3	442	0	326000	67000	10000	403000	symbol2	0	3423	519	49	3991	0	1475800	459800	84000	2019600	symbol3	0	2235	208	26	2469	0	925600	165200	40400	1131200	symbol4	0	4053	336	49	4438	0	868750	137100	43000	1048850	symbol5	0	3411	800	129	4340	0	727750	325800	107000	1160550	symbol6	0	5738	605	181	6524	0	957640	198400	129440	1285480	symbol7	0	6166	813	222	7201	0	756690	202140	117240	1076070	symbol8	0	6517	1067	201	7785	0	551180	177360	64880	793420	symbol9	0	4115	950	133	5198	0	173730	117870	33900	325500	symbol10	0	5160	1292	214	6666	0	216070	107560	34680	358310	symbol11	0	5282	633	205	6120	0	134904	26820	17400	179124	symbol12	0	287	0	0	287	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
634000	88	1	55792000	17448	17448	symbol1	0	404	35	3	442	0	326000	67000	10000	403000	symbol2	0	3428	520	49	3997	0	1477300	460400	84000	2021700	symbol3	0	2235	208	26	2469	0	925600	165200	40400	1131200	symbol4	0	4056	336	49	4441	0	869200	137100	43000	1049300	symbol5	0	3422	803	129	4354	0	730500	326700	107000	1164200	symbol6	0	5755	605	181	6541	0	959920	198400	129440	1287760	symbol7	0	6168	818	223	7209	0	756870	203100	117720	1077690	symbol8	0	6525	1068	201	7794	0	551660	177520	64880	794060	symbol9	0	4122	950	134	5206	0	173880	117870	34080	325830	symbol10	0	5168	1293	214	6675	0	216390	107640	34680	358710	symbol11	0	5285	633	205	6123	0	134940	26820	17400	179160	symbol12	0	287	0	0	287	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
635000	88	1	55880000	17464	17464	symbol1	0	406	35	3	444	0	328000	67000	10000	405000	symbol2	0	3432	521	49	4002	0	1478500	461000	84000	2023500	symbol3	0	2238	209	27	2474	0	926800	166000	42000	1134800	symbol4	0	4056	336	49	4441	0	869200	137100	43000	1049300	symbol5	0	3427	803	129	4359	0	732000	326700	107000	1165700	symbol6	0	5774	605	181	6560	0	963560	198400	129440	1291400	symbol7	0	6178	818	223	7219	0	758340	203100	117720	1079160	symbol8	0	6530	1068	201	7799	0	552060	177520	64880	794460	symbol9	0	4131	951	134	5216	0	174160	117990	34080	326230	symbol10	0	5174	1293	214	6681	0	216590	107640	34680	358910	symbol11	0	5293	633	205	6131	0	135162	26820	17400	179382	symbol12	0	287	0	0	287	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
636000	88	1	55968000	17488	17488	symbol1	0	406	35	3	444	0	328000	67000	10000	405000	symbol2	0	3432	521	49	4002	0	1478500	461000	84000	2023500	symbol3	0	2248	209	27	2484	0	931900	166000	42000	1139900	symbol4	0	4058	336	49	4443	0	869800	137100	43000	1049900	symbol5	0	3429	803	129	4361	0	732500	326700	107000	1166200	symbol6	0	5776	605	181	6562	0	964200	198400	129440	1292040	symbol7	0	6190	818	223	7231	0	761220	203100	117720	1082040	symbol8	0	6530	1068	201	7799	0	552060	177520	64880	794460	symbol9	0	4134	952	134	5220	0	174400	118230	34080	326710	symbol10	0	5180	1293	214	6687	0	217070	107640	34680	359390	symbol11	0	5296	633	206	6135	0	135306	26820	17560	179686	symbol12	0	289	0	0	289	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
637000	88	1	56056000	17496	17496	symbol1	0	406	35	3	444	0	328000	67000	10000	405000	symbol2	0	3441	522	50	4013	0	1481800	461800	85600	2029200	symbol3	0	2251	209	27	2487	0	933700	166000	42000	1141700	symbol4	0	4058	336	49	4443	0	869800	137100	43000	1049900	symbol5	0	3429	803	129	4361	0	732500	326700	107000	1166200	symbol6	0	5777	606	181	6564	0	964360	198720	129440	1292520	symbol7	0	6194	818	223	7235	0	761580	203100	117720	1082400	symbol8	0	6532	1070	201	7803	0	552180	177760	64880	794820	symbol9	0	4134	952	134	5220	0	174400	118230	34080	326710	symbol10	0	5184	1294	214	6692	0	217230	107740	34680	359650	symbol11	0	5313	633	206	6152	0	135774	26820	17560	180154	symbol12	0	289	0	0	289	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
638000	88	1	56144000	17528	17528	symbol1	0	406	35	3	444	0	328000	67000	10000	405000	symbol2	0	3452	529	50	4031	0	1489000	471000	85600	2045600	symbol3	0	2254	209	27	2490	0	935500	166000	42000	1143500	symbol4	0	4062	336	49	4447	0	871200	137100	43000	1051300	symbol5	0	3434	807	130	4371	0	734400	329700	108400	1172500	symbol6	0	5782	606	182	6570	0	965320	198720	129920	1293960	symbol7	0	6198	818	223	7239	0	761820	203100	117720	1082640	symbol8	0	6553	1070	201	7824	0	554020	177760	64880	796660	symbol9	0	4147	956	134	5237	0	174880	119160	34080	328120	symbol10	0	5191	1298	214	6703	0	217550	108140	34680	360370	symbol11	0	5318	633	206	6157	0	136014	26820	17560	180394	symbol12	0	291	0	0	291	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
639000	88	1	56232000	17576	17576	symbol1	0	410	35	3	448	0	332000	67000	10000	409000	symbol2	0	3456	529	50	4035	0	1491900	471000	85600	2048500	symbol3	0	2266	212	27	2505	0	943500	170800	42000	1156300	symbol4	0	4078	337	49	4464	0	874800	137600	43000	1055400	symbol5	0	3444	810	130	4384	0	736400	331200	108400	1176000	symbol6	0	5798	609	185	6592	0	968280	199520	131200	1299000	symbol7	0	6225	822	223	7270	0	767430	204960	117720	1090110	symbol8	0	6560	1070	201	7831	0	555140	177760	64880	797780	symbol9	0	4152	958	134	5244	0	175120	119400	34080	328600	symbol10	0	5203	1300	214	6717	0	218230	108380	34680	361290	symbol11	0	5348	640	206	6194	0	137112	27140	17560	181812	symbol12	0	293	0	0	293	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
640000	88	1	56320000	17584	17584	symbol1	0	410	35	3	448	0	332000	67000	10000	409000	symbol2	0	3456	529	50	4035	0	1491900	471000	85600	2048500	symbol3	0	2266	212	27	2505	0	943500	170800	42000	1156300	symbol4	0	4078	337	49	4464	0	874800	137600	43000	1055400	symbol5	0	3444	810	130	4384	0	736400	331200	108400	1176000	symbol6	0	5798	609	185	6592	0	968280	199520	131200	1299000	symbol7	0	6231	822	223	7276	0	768390	204960	117720	1091070	symbol8	0	6568	1070	201	7839	0	555940	177760	64880	798580	symbol9	0	4152	958	134	5244	0	175120	119400	34080	328600	symbol10	0	5212	1302	214	6728	0	218660	108620	34680	361960	symbol11	0	5348	640	206	6194	0	137112	27140	17560	181812	symbol12	0	293	0	0	293	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
641000	88	1	56408000	17616	17616	symbol1	0	410	35	3	448	0	332000	67000	10000	409000	symbol2	0	3459	529	50	4038	0	1493100	471000	85600	2049700	symbol3	0	2274	212	27	2513	0	949300	170800	42000	1162100	symbol4	0	4092	337	49	4478	0	878200	137600	43000	1058800	symbol5	0	3448	811	130	4389	0	738000	332000	108400	1178400	symbol6	0	5808	611	185	6604	0	970680	200800	131200	1302680	symbol7	0	6244	824	225	7293	0	770940	205920	119640	1096500	symbol8	0	6588	1078	201	7867	0	557200	179720	64880	801800	symbol9	0	4158	960	134	5252	0	175310	119640	34080	329030	symbol10	0	5224	1309	215	6748	0	219380	109200	35000	363580	symbol11	0	5352	640	206	6198	0	137220	27140	17560	181920	symbol12	0	294	0	0	294	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
642000	88	1	56496000	17648	17648	symbol1	0	415	35	3	453	0	340000	67000	10000	417000	symbol2	0	3464	530	50	4044	0	1496900	472600	85600	2055100	symbol3	0	2284	212	27	2523	0	956500	170800	42000	1169300	symbol4	0	4097	343	49	4489	0	879000	138800	43000	1060800	symbol5	0	3448	811	130	4389	0	738000	332000	108400	1178400	symbol6	0	5816	612	185	6613	0	972640	200960	131200	1304800	symbol7	0	6262	825	225	7312	0	772800	206160	119640	1098600	symbol8	0	6592	1081	201	7874	0	557540	180480	64880	802900	symbol9	0	4164	964	134	5262	0	175530	120240	34080	329850	symbol10	0	5235	1311	216	6762	0	219770	109280	35080	364130	symbol11	0	5373	640	206	6219	0	138192	27140	17560	182892	symbol12	0	295	0	0	295	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
643000	88	1	56584000	17688	17688	symbol1	0	419	35	3	457	0	341600	67000	10000	418600	symbol2	0	3468	530	50	4048	0	1498100	472600	85600	2056300	symbol3	0	2290	215	27	2532	0	958000	172400	42000	1172400	symbol4	0	4097	343	49	4489	0	879000	138800	43000	1060800	symbol5	0	3452	811	130	4393	0	739100	332000	108400	1179500	symbol6	0	5822	613	185	6620	0	973280	201200	131200	1305680	symbol7	0	6279	830	226	7335	0	774930	207060	120000	1101990	symbol8	0	6614	1085	202	7901	0	559140	181040	65040	805220	symbol9	0	4175	964	134	5273	0	175810	120240	34080	330130	symbol10	0	5246	1313	218	6777	0	219990	109360	35240	364590	symbol11	0	5388	643	206	6237	0	138666	27320	17560	183546	symbol12	0	295	0	0	295	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
644000	88	1	56672000	17696	17696	symbol1	0	419	35	3	457	0	341600	67000	10000	418600	symbol2	0	3468	530	50	4048	0	1498100	472600	85600	2056300	symbol3	0	2294	217	27	2538	0	959000	173200	42000	1174200	symbol4	0	4101	343	49	4493	0	879800	138800	43000	1061600	symbol5	0	3452	811	130	4393	0	739100	332000	108400	1179500	symbol6	0	5828	613	185	6626	0	974240	201200	131200	1306640	symbol7	0	6279	830	226	7335	0	774930	207060	120000	1101990	symbol8	0	6614	1085	202	7901	0	559140	181040	65040	805220	symbol9	0	4175	964	134	5273	0	175810	120240	34080	330130	symbol10	0	5246	1313	218	6777	0	219990	109360	35240	364590	symbol11	0	5396	651	206	6253	0	138858	27640	17560	184058	symbol12	0	295	0	0	295	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
645000	88	1	56760000	17696	17696	symbol1	0	419	35	3	457	0	341600	67000	10000	418600	symbol2	0	3468	530	50	4048	0	1498100	472600	85600	2056300	symbol3	0	2294	217	27	2538	0	959000	173200	42000	1174200	symbol4	0	4101	343	49	4493	0	879800	138800	43000	1061600	symbol5	0	3452	811	130	4393	0	739100	332000	108400	1179500	symbol6	0	5828	613	185	6626	0	974240	201200	131200	1306640	symbol7	0	6279	830	226	7335	0	774930	207060	120000	1101990	symbol8	0	6614	1085	202	7901	0	559140	181040	65040	805220	symbol9	0	4175	964	134	5273	0	175810	120240	34080	330130	symbol10	0	5246	1313	218	6777	0	219990	109360	35240	364590	symbol11	0	5396	651	206	6253	0	138858	27640	17560	184058	symbol12	0	295	0	0	295	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
