Num of Spin	Line	BetPerLine	TotalCoinIn	FreeSpin TotalTimes	fsTimes	Symbol1	FreeSpin 2 Symbol1 Hit 	FreeSpin 3 Symbol1 Hit 	FreeSpin 4 Symbol1 Hit 	FreeSpin 5 Symbol1 Hit 	FreeSpin Symbol1 Total Hit 	FreeSpin 2 Symbol1 win 	FreeSpin 3 Symbol1 win 	FreeSpin 4 Symbol1 win 	FreeSpin 5 Symbol1 win 	FreeSpin Symbol1 Total Win Pay 	Symbol2	FreeSpin 2 Symbol2 Hit 	FreeSpin 3 Symbol2 Hit 	FreeSpin 4 Symbol2 Hit 	FreeSpin 5 Symbol2 Hit 	FreeSpin Symbol2 Total Hit 	FreeSpin 2 Symbol2 win 	FreeSpin 3 Symbol2 win 	FreeSpin 4 Symbol2 win 	FreeSpin 5 Symbol2 win 	FreeSpin Symbol2 Total Win Pay 	Symbol3	FreeSpin 2 Symbol3 Hit 	FreeSpin 3 Symbol3 Hit 	FreeSpin 4 Symbol3 Hit 	FreeSpin 5 Symbol3 Hit 	FreeSpin Symbol3 Total Hit 	FreeSpin 2 Symbol3 win 	FreeSpin 3 Symbol3 win 	FreeSpin 4 Symbol3 win 	FreeSpin 5 Symbol3 win 	FreeSpin Symbol3 Total Win Pay 	Symbol4	FreeSpin 2 Symbol4 Hit 	FreeSpin 3 Symbol4 Hit 	FreeSpin 4 Symbol4 Hit 	FreeSpin 5 Symbol4 Hit 	FreeSpin Symbol4 Total Hit 	FreeSpin 2 Symbol4 win 	FreeSpin 3 Symbol4 win 	FreeSpin 4 Symbol4 win 	FreeSpin 5 Symbol4 win 	FreeSpin Symbol4 Total Win Pay 	Symbol5	FreeSpin 2 Symbol5 Hit 	FreeSpin 3 Symbol5 Hit 	FreeSpin 4 Symbol5 Hit 	FreeSpin 5 Symbol5 Hit 	FreeSpin Symbol5 Total Hit 	FreeSpin 2 Symbol5 win 	FreeSpin 3 Symbol5 win 	FreeSpin 4 Symbol5 win 	FreeSpin 5 Symbol5 win 	FreeSpin Symbol5 Total Win Pay 	Symbol6	FreeSpin 2 Symbol6 Hit 	FreeSpin 3 Symbol6 Hit 	FreeSpin 4 Symbol6 Hit 	FreeSpin 5 Symbol6 Hit 	FreeSpin Symbol6 Total Hit 	FreeSpin 2 Symbol6 win 	FreeSpin 3 Symbol6 win 	FreeSpin 4 Symbol6 win 	FreeSpin 5 Symbol6 win 	FreeSpin Symbol6 Total Win Pay 	Symbol7	FreeSpin 2 Symbol7 Hit 	FreeSpin 3 Symbol7 Hit 	FreeSpin 4 Symbol7 Hit 	FreeSpin 5 Symbol7 Hit 	FreeSpin Symbol7 Total Hit 	FreeSpin 2 Symbol7 win 	FreeSpin 3 Symbol7 win 	FreeSpin 4 Symbol7 win 	FreeSpin 5 Symbol7 win 	FreeSpin Symbol7 Total Win Pay 	Symbol8	FreeSpin 2 Symbol8 Hit 	FreeSpin 3 Symbol8 Hit 	FreeSpin 4 Symbol8 Hit 	FreeSpin 5 Symbol8 Hit 	FreeSpin Symbol8 Total Hit 	FreeSpin 2 Symbol8 win 	FreeSpin 3 Symbol8 win 	FreeSpin 4 Symbol8 win 	FreeSpin 5 Symbol8 win 	FreeSpin Symbol8 Total Win Pay 	Symbol9	FreeSpin 2 Symbol9 Hit 	FreeSpin 3 Symbol9 Hit 	FreeSpin 4 Symbol9 Hit 	FreeSpin 5 Symbol9 Hit 	FreeSpin Symbol9 Total Hit 	FreeSpin 2 Symbol9 win 	FreeSpin 3 Symbol9 win 	FreeSpin 4 Symbol9 win 	FreeSpin 5 Symbol9 win 	FreeSpin Symbol9 Total Win Pay 	Symbol10	FreeSpin 2 Symbol10 Hit 	FreeSpin 3 Symbol10 Hit 	FreeSpin 4 Symbol10 Hit 	FreeSpin 5 Symbol10 Hit 	FreeSpin Symbol10 Total Hit 	FreeSpin 2 Symbol10 win 	FreeSpin 3 Symbol10 win 	FreeSpin 4 Symbol10 win 	FreeSpin 5 Symbol10 win 	FreeSpin Symbol10 Total Win Pay 	Symbol11	FreeSpin 2 Symbol11 Hit 	FreeSpin 3 Symbol11 Hit 	FreeSpin 4 Symbol11 Hit 	FreeSpin 5 Symbol11 Hit 	FreeSpin Symbol11 Total Hit 	FreeSpin 2 Symbol11 win 	FreeSpin 3 Symbol11 win 	FreeSpin 4 Symbol11 win 	FreeSpin 5 Symbol11 win 	FreeSpin Symbol11 Total Win Pay 	Symbol12	FreeSpin 2 Symbol12 Hit 	FreeSpin 3 Symbol12 Hit 	FreeSpin 4 Symbol12 Hit 	FreeSpin 5 Symbol12 Hit 	FreeSpin Symbol12 Total Hit 	FreeSpin 2 Symbol12 win 	FreeSpin 3 Symbol12 win 	FreeSpin 4 Symbol12 win 	FreeSpin 5 Symbol12 win 	FreeSpin Symbol12 Total Win Pay 	Symbol13	FreeSpin 2 Symbol13 Hit 	FreeSpin 3 Symbol13 Hit 	FreeSpin 4 Symbol13 Hit 	FreeSpin 5 Symbol13 Hit 	FreeSpin Symbol13 Total Hit 	FreeSpin 2 Symbol13 win 	FreeSpin 3 Symbol13 win 	FreeSpin 4 Symbol13 win 	FreeSpin 5 Symbol13 win 	FreeSpin Symbol13 Total Win Pay 	Symbol14	FreeSpin 2 Symbol14 Hit 	FreeSpin 3 Symbol14 Hit 	FreeSpin 4 Symbol14 Hit 	FreeSpin 5 Symbol14 Hit 	FreeSpin Symbol14 Total Hit 	FreeSpin 2 Symbol14 win 	FreeSpin 3 Symbol14 win 	FreeSpin 4 Symbol14 win 	FreeSpin 5 Symbol14 win 	FreeSpin Symbol14 Total Win Pay 	Symbol15	FreeSpin 2 Symbol15 Hit 	FreeSpin 3 Symbol15 Hit 	FreeSpin 4 Symbol15 Hit 	FreeSpin 5 Symbol15 Hit 	FreeSpin Symbol15 Total Hit 	FreeSpin 2 Symbol15 win 	FreeSpin 3 Symbol15 win 	FreeSpin 4 Symbol15 win 	FreeSpin 5 Symbol15 win 	FreeSpin Symbol15 Total Win Pay 	
600000	88	1	52800000	16584	16584	symbol1	0	369	35	3	407	0	292800	67000	10000	369800	symbol2	0	3269	508	47	3824	0	1410000	450400	82000	1942400	symbol3	0	2142	204	25	2371	0	885000	160200	38000	1083200	symbol4	0	3780	325	47	4152	0	808500	132600	42200	983300	symbol5	0	3216	751	116	4083	0	681900	305000	97800	1084700	symbol6	0	5485	579	173	6237	0	917280	189760	124960	1232000	symbol7	0	5869	783	215	6867	0	716730	195660	113880	1026270	symbol8	0	6206	1008	191	7405	0	524120	167800	61600	753520	symbol9	0	3908	922	129	4959	0	164350	114180	33060	311590	symbol10	0	4883	1246	203	6332	0	202410	103240	32520	338170	symbol11	0	5022	606	197	5825	0	127752	25480	16540	169772	symbol12	0	271	0	0	271	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
601000	88	1	52888000	16640	16640	symbol1	0	369	35	3	407	0	292800	67000	10000	369800	symbol2	0	3279	508	47	3834	0	1412800	450400	82000	1945200	symbol3	0	2142	204	25	2371	0	885000	160200	38000	1083200	symbol4	0	3793	325	47	4165	0	809950	132600	42200	984750	symbol5	0	3247	761	118	4126	0	689750	310000	99000	1098750	symbol6	0	5499	581	174	6254	0	920560	190720	125920	1237200	symbol7	0	5879	783	215	6877	0	718290	195660	113880	1027830	symbol8	0	6226	1008	191	7425	0	525560	167800	61600	754960	symbol9	0	3912	922	129	4963	0	164430	114180	33060	311670	symbol10	0	4903	1249	203	6355	0	203300	103420	32520	339240	symbol11	0	5033	606	197	5836	0	127884	25480	16540	169904	symbol12	0	273	0	0	273	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
602000	88	1	52976000	16672	16672	symbol1	0	369	35	3	407	0	292800	67000	10000	369800	symbol2	0	3279	508	47	3834	0	1412800	450400	82000	1945200	symbol3	0	2155	204	25	2384	0	889100	160200	38000	1087300	symbol4	0	3795	325	47	4167	0	810150	132600	42200	984950	symbol5	0	3258	764	118	4140	0	692400	311200	99000	1102600	symbol6	0	5502	583	174	6259	0	921080	191520	125920	1238520	symbol7	0	5895	783	217	6895	0	719760	195660	115560	1030980	symbol8	0	6246	1012	191	7449	0	527100	168280	61600	756980	symbol9	0	3913	924	129	4966	0	164490	114450	33060	312000	symbol10	0	4925	1252	204	6381	0	204550	103540	32800	340890	symbol11	0	5039	608	197	5844	0	128022	25540	16540	170102	symbol12	0	273	0	0	273	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
603000	88	1	53064000	16672	16672	symbol1	0	369	35	3	407	0	292800	67000	10000	369800	symbol2	0	3279	508	47	3834	0	1412800	450400	82000	1945200	symbol3	0	2155	204	25	2384	0	889100	160200	38000	1087300	symbol4	0	3795	325	47	4167	0	810150	132600	42200	984950	symbol5	0	3258	764	118	4140	0	692400	311200	99000	1102600	symbol6	0	5502	583	174	6259	0	921080	191520	125920	1238520	symbol7	0	5895	783	217	6895	0	719760	195660	115560	1030980	symbol8	0	6246	1012	191	7449	0	527100	168280	61600	756980	symbol9	0	3913	924	129	4966	0	164490	114450	33060	312000	symbol10	0	4925	1252	204	6381	0	204550	103540	32800	340890	symbol11	0	5039	608	197	5844	0	128022	25540	16540	170102	symbol12	0	273	0	0	273	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
604000	88	1	53152000	16680	16680	symbol1	0	369	35	3	407	0	292800	67000	10000	369800	symbol2	0	3282	509	48	3839	0	1413400	450800	82800	1947000	symbol3	0	2155	204	25	2384	0	889100	160200	38000	1087300	symbol4	0	3796	325	48	4169	0	810250	132600	42600	985450	symbol5	0	3258	764	118	4140	0	692400	311200	99000	1102600	symbol6	0	5502	583	174	6259	0	921080	191520	125920	1238520	symbol7	0	5895	783	217	6895	0	719760	195660	115560	1030980	symbol8	0	6249	1012	191	7452	0	527280	168280	61600	757160	symbol9	0	3918	924	129	4971	0	164670	114450	33060	312180	symbol10	0	4926	1253	204	6383	0	204580	103600	32800	340980	symbol11	0	5045	611	199	5855	0	128094	25600	16620	170314	symbol12	0	273	0	0	273	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
605000	88	1	53240000	16704	16704	symbol1	0	369	35	3	407	0	292800	67000	10000	369800	symbol2	0	3290	509	48	3847	0	1415800	450800	82800	1949400	symbol3	0	2155	204	25	2384	0	889100	160200	38000	1087300	symbol4	0	3796	325	48	4169	0	810250	132600	42600	985450	symbol5	0	3263	766	118	4147	0	693200	312000	99000	1104200	symbol6	0	5507	583	174	6264	0	921480	191520	125920	1238920	symbol7	0	5914	784	217	6915	0	722220	195780	115560	1033560	symbol8	0	6249	1012	191	7452	0	527280	168280	61600	757160	symbol9	0	3935	924	129	4988	0	165600	114450	33060	313110	symbol10	0	4929	1253	204	6386	0	204760	103600	32800	341160	symbol11	0	5052	611	199	5862	0	128178	25600	16620	170398	symbol12	0	273	0	0	273	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
606000	88	1	53328000	16704	16704	symbol1	0	369	35	3	407	0	292800	67000	10000	369800	symbol2	0	3290	509	48	3847	0	1415800	450800	82800	1949400	symbol3	0	2155	204	25	2384	0	889100	160200	38000	1087300	symbol4	0	3796	325	48	4169	0	810250	132600	42600	985450	symbol5	0	3263	766	118	4147	0	693200	312000	99000	1104200	symbol6	0	5507	583	174	6264	0	921480	191520	125920	1238920	symbol7	0	5914	784	217	6915	0	722220	195780	115560	1033560	symbol8	0	6249	1012	191	7452	0	527280	168280	61600	757160	symbol9	0	3935	924	129	4988	0	165600	114450	33060	313110	symbol10	0	4929	1253	204	6386	0	204760	103600	32800	341160	symbol11	0	5052	611	199	5862	0	128178	25600	16620	170398	symbol12	0	273	0	0	273	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
607000	88	1	53416000	16736	16736	symbol1	0	372	35	3	410	0	294600	67000	10000	371600	symbol2	0	3303	510	48	3861	0	1422400	451400	82800	1956600	symbol3	0	2157	204	25	2386	0	890300	160200	38000	1088500	symbol4	0	3809	325	48	4182	0	813450	132600	42600	988650	symbol5	0	3277	766	118	4161	0	695950	312000	99000	1106950	symbol6	0	5520	583	174	6277	0	924200	191520	125920	1241640	symbol7	0	5917	786	218	6921	0	722670	196380	116160	1035210	symbol8	0	6271	1019	192	7482	0	529520	169480	62240	761240	symbol9	0	3948	925	129	5002	0	166540	114690	33060	314290	symbol10	0	4933	1253	204	6390	0	204840	103600	32800	341240	symbol11	0	5058	612	199	5869	0	128304	25660	16620	170584	symbol12	0	274	0	0	274	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
608000	88	1	53504000	16744	16744	symbol1	0	372	35	3	410	0	294600	67000	10000	371600	symbol2	0	3303	510	48	3861	0	1422400	451400	82800	1956600	symbol3	0	2160	204	25	2389	0	891200	160200	38000	1089400	symbol4	0	3818	325	48	4191	0	814800	132600	42600	990000	symbol5	0	3277	766	118	4161	0	695950	312000	99000	1106950	symbol6	0	5520	583	174	6277	0	924200	191520	125920	1241640	symbol7	0	5924	786	218	6928	0	723660	196380	116160	1036200	symbol8	0	6273	1019	192	7484	0	529600	169480	62240	761320	symbol9	0	3948	925	129	5002	0	166540	114690	33060	314290	symbol10	0	4933	1253	204	6390	0	204840	103600	32800	341240	symbol11	0	5058	612	199	5869	0	128304	25660	16620	170584	symbol12	0	274	0	0	274	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
609000	88	1	53592000	16768	16768	symbol1	0	372	35	3	410	0	294600	67000	10000	371600	symbol2	0	3307	510	48	3865	0	1424400	451400	82800	1958600	symbol3	0	2160	204	25	2389	0	891200	160200	38000	1089400	symbol4	0	3823	326	49	4198	0	815600	132800	43000	991400	symbol5	0	3277	766	118	4161	0	695950	312000	99000	1106950	symbol6	0	5521	585	175	6281	0	924360	192160	126560	1243080	symbol7	0	5929	786	218	6933	0	723960	196380	116160	1036500	symbol8	0	6281	1029	194	7504	0	530100	170680	62640	763420	symbol9	0	3955	925	130	5010	0	166720	114690	33180	314590	symbol10	0	4949	1253	204	6406	0	205530	103600	32800	341930	symbol11	0	5060	612	199	5871	0	128340	25660	16620	170620	symbol12	0	274	0	0	274	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
610000	88	1	53680000	16816	16816	symbol1	0	383	35	3	421	0	308200	67000	10000	385200	symbol2	0	3317	510	48	3875	0	1426400	451400	82800	1960600	symbol3	0	2168	206	26	2400	0	895800	163000	40400	1099200	symbol4	0	3838	326	49	4213	0	821600	132800	43000	997400	symbol5	0	3293	773	122	4188	0	700450	315200	102200	1117850	symbol6	0	5530	586	175	6291	0	926120	192400	126560	1245080	symbol7	0	5963	790	218	6971	0	730080	197700	116160	1043940	symbol8	0	6299	1032	196	7527	0	532300	171200	63600	767100	symbol9	0	3971	926	130	5027	0	167750	114840	33180	315770	symbol10	0	4971	1256	206	6433	0	207070	104080	32960	344110	symbol11	0	5079	613	200	5892	0	128892	25740	16780	171412	symbol12	0	276	0	0	276	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
611000	88	1	53768000	16840	16840	symbol1	0	383	35	3	421	0	308200	67000	10000	385200	symbol2	0	3321	511	48	3880	0	1427200	451800	82800	1961800	symbol3	0	2171	206	26	2403	0	896700	163000	40400	1100100	symbol4	0	3853	326	49	4228	0	823850	132800	43000	999650	symbol5	0	3295	775	122	4192	0	700750	315800	102200	1118750	symbol6	0	5536	588	175	6299	0	926760	192880	126560	1246200	symbol7	0	5971	790	218	6979	0	730950	197700	116160	1044810	symbol8	0	6303	1032	196	7531	0	532460	171200	63600	767260	symbol9	0	3974	926	130	5030	0	167810	114840	33180	315830	symbol10	0	4980	1257	206	6443	0	207340	104140	32960	344440	symbol11	0	5090	613	200	5903	0	129132	25740	16780	171652	symbol12	0	276	0	0	276	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
612000	88	1	53856000	16888	16888	symbol1	0	383	35	3	421	0	308200	67000	10000	385200	symbol2	0	3325	511	48	3884	0	1428400	451800	82800	1963000	symbol3	0	2173	206	26	2405	0	897300	163000	40400	1100700	symbol4	0	3868	326	49	4243	0	826500	132800	43000	1002300	symbol5	0	3302	777	122	4201	0	701700	316200	102200	1120100	symbol6	0	5552	589	175	6316	0	929000	193280	126560	1248840	symbol7	0	5980	791	218	6989	0	731550	197880	116160	1045590	symbol8	0	6322	1040	198	7560	0	533820	172600	64400	770820	symbol9	0	3984	929	130	5043	0	168250	115140	33180	316570	symbol10	0	4985	1257	207	6449	0	207520	104140	33120	344780	symbol11	0	5093	613	200	5906	0	129222	25740	16780	171742	symbol12	0	276	0	0	276	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
613000	88	1	53944000	16904	16904	symbol1	0	383	35	3	421	0	308200	67000	10000	385200	symbol2	0	3340	512	49	3901	0	1436400	452400	84000	1972800	symbol3	0	2173	206	26	2405	0	897300	163000	40400	1100700	symbol4	0	3870	326	49	4245	0	826800	132800	43000	1002600	symbol5	0	3304	778	122	4204	0	702300	316800	102200	1121300	symbol6	0	5563	591	176	6330	0	930680	193760	127040	1251480	symbol7	0	5986	791	218	6995	0	731970	197880	116160	1046010	symbol8	0	6330	1040	198	7568	0	534940	172600	64400	771940	symbol9	0	3988	929	130	5047	0	168370	115140	33180	316690	symbol10	0	4993	1258	209	6460	0	208080	104280	33680	346040	symbol11	0	5098	613	200	5911	0	129312	25740	16780	171832	symbol12	0	276	0	0	276	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
614000	88	1	54032000	16928	16928	symbol1	0	385	35	3	423	0	309800	67000	10000	386800	symbol2	0	3349	512	49	3910	0	1440700	452400	84000	1977100	symbol3	0	2179	206	26	2411	0	900500	163000	40400	1103900	symbol4	0	3884	326	49	4259	0	828650	132800	43000	1004450	symbol5	0	3309	780	122	4211	0	702800	317400	102200	1122400	symbol6	0	5564	592	176	6332	0	930840	194080	127040	1251960	symbol7	0	5994	791	218	7003	0	733170	197880	116160	1047210	symbol8	0	6350	1042	198	7590	0	536020	172840	64400	773260	symbol9	0	3997	929	130	5056	0	168730	115140	33180	317050	symbol10	0	5006	1262	210	6478	0	208630	104680	33880	347190	symbol11	0	5101	614	201	5916	0	129402	25790	16880	172072	symbol12	0	276	0	0	276	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
615000	88	1	54120000	16952	16952	symbol1	0	385	35	3	423	0	309800	67000	10000	386800	symbol2	0	3351	512	49	3912	0	1441100	452400	84000	1977500	symbol3	0	2181	206	26	2413	0	901700	163000	40400	1105100	symbol4	0	3884	326	49	4259	0	828650	132800	43000	1004450	symbol5	0	3309	780	122	4211	0	702800	317400	102200	1122400	symbol6	0	5586	593	176	6355	0	934680	194320	127040	1256040	symbol7	0	6014	791	218	7023	0	735210	197880	116160	1049250	symbol8	0	6366	1046	199	7611	0	537120	173400	64560	775080	symbol9	0	4016	931	130	5077	0	169500	115320	33180	318000	symbol10	0	5015	1264	211	6490	0	209060	104880	33960	347900	symbol11	0	5103	614	201	5918	0	129474	25790	16880	172144	symbol12	0	276	0	0	276	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
616000	88	1	54208000	16984	16984	symbol1	0	385	35	3	423	0	309800	67000	10000	386800	symbol2	0	3352	512	49	3913	0	1441400	452400	84000	1977800	symbol3	0	2181	206	26	2413	0	901700	163000	40400	1105100	symbol4	0	3887	326	49	4262	0	829250	132800	43000	1005050	symbol5	0	3320	782	125	4227	0	704500	317900	103400	1125800	symbol6	0	5598	593	176	6367	0	935960	194320	127040	1257320	symbol7	0	6026	791	218	7035	0	736320	197880	116160	1050360	symbol8	0	6380	1046	199	7625	0	538000	173400	64560	775960	symbol9	0	4016	934	130	5080	0	169500	115680	33180	318360	symbol10	0	5026	1266	211	6503	0	209340	105040	33960	348340	symbol11	0	5103	614	201	5918	0	129474	25790	16880	172144	symbol12	0	276	0	0	276	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
617000	88	1	54296000	17048	17048	symbol1	0	385	35	3	423	0	309800	67000	10000	386800	symbol2	0	3360	516	49	3925	0	1447800	457200	84000	1989000	symbol3	0	2184	206	26	2416	0	903500	163000	40400	1106900	symbol4	0	3904	329	49	4282	0	833850	134300	43000	1011150	symbol5	0	3341	783	126	4250	0	710700	318200	104000	1132900	symbol6	0	5626	593	179	6398	0	940680	194320	128480	1263480	symbol7	0	6052	793	219	7064	0	740520	198240	116520	1055280	symbol8	0	6399	1050	199	7648	0	540140	174680	64560	779380	symbol9	0	4021	936	130	5087	0	169750	115980	33180	318910	symbol10	0	5048	1274	211	6533	0	210560	106080	33960	350600	symbol11	0	5134	616	202	5952	0	130530	25950	17040	173520	symbol12	0	279	0	0	279	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
618000	88	1	54384000	17048	17048	symbol1	0	385	35	3	423	0	309800	67000	10000	386800	symbol2	0	3360	516	49	3925	0	1447800	457200	84000	1989000	symbol3	0	2184	206	26	2416	0	903500	163000	40400	1106900	symbol4	0	3904	329	49	4282	0	833850	134300	43000	1011150	symbol5	0	3341	783	126	4250	0	710700	318200	104000	1132900	symbol6	0	5626	593	179	6398	0	940680	194320	128480	1263480	symbol7	0	6052	793	219	7064	0	740520	198240	116520	1055280	symbol8	0	6399	1050	199	7648	0	540140	174680	64560	779380	symbol9	0	4021	936	130	5087	0	169750	115980	33180	318910	symbol10	0	5048	1274	211	6533	0	210560	106080	33960	350600	symbol11	0	5134	616	202	5952	0	130530	25950	17040	173520	symbol12	0	279	0	0	279	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
619000	88	1	54472000	17048	17048	symbol1	0	385	35	3	423	0	309800	67000	10000	386800	symbol2	0	3360	516	49	3925	0	1447800	457200	84000	1989000	symbol3	0	2184	206	26	2416	0	903500	163000	40400	1106900	symbol4	0	3904	329	49	4282	0	833850	134300	43000	1011150	symbol5	0	3341	783	126	4250	0	710700	318200	104000	1132900	symbol6	0	5626	593	179	6398	0	940680	194320	128480	1263480	symbol7	0	6052	793	219	7064	0	740520	198240	116520	1055280	symbol8	0	6399	1050	199	7648	0	540140	174680	64560	779380	symbol9	0	4021	936	130	5087	0	169750	115980	33180	318910	symbol10	0	5048	1274	211	6533	0	210560	106080	33960	350600	symbol11	0	5134	616	202	5952	0	130530	25950	17040	173520	symbol12	0	279	0	0	279	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
620000	88	1	54560000	17056	17056	symbol1	0	393	35	3	431	0	314600	67000	10000	391600	symbol2	0	3360	516	49	3925	0	1447800	457200	84000	1989000	symbol3	0	2185	207	26	2418	0	903800	163600	40400	1107800	symbol4	0	3911	329	49	4289	0	834900	134300	43000	1012200	symbol5	0	3345	787	126	4258	0	711600	319600	104000	1135200	symbol6	0	5631	593	179	6403	0	941080	194320	128480	1263880	symbol7	0	6052	793	219	7064	0	740520	198240	116520	1055280	symbol8	0	6402	1050	199	7651	0	540320	174680	64560	779560	symbol9	0	4024	936	130	5090	0	169840	115980	33180	319000	symbol10	0	5051	1274	211	6536	0	210680	106080	33960	350720	symbol11	0	5142	618	202	5962	0	130644	25990	17040	173674	symbol12	0	279	0	0	279	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
621000	88	1	54648000	17056	17056	symbol1	0	393	35	3	431	0	314600	67000	10000	391600	symbol2	0	3360	516	49	3925	0	1447800	457200	84000	1989000	symbol3	0	2185	207	26	2418	0	903800	163600	40400	1107800	symbol4	0	3911	329	49	4289	0	834900	134300	43000	1012200	symbol5	0	3345	787	126	4258	0	711600	319600	104000	1135200	symbol6	0	5631	593	179	6403	0	941080	194320	128480	1263880	symbol7	0	6052	793	219	7064	0	740520	198240	116520	1055280	symbol8	0	6402	1050	199	7651	0	540320	174680	64560	779560	symbol9	0	4024	936	130	5090	0	169840	115980	33180	319000	symbol10	0	5051	1274	211	6536	0	210680	106080	33960	350720	symbol11	0	5142	618	202	5962	0	130644	25990	17040	173674	symbol12	0	279	0	0	279	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
622000	88	1	54736000	17080	17080	symbol1	0	393	35	3	431	0	314600	67000	10000	391600	symbol2	0	3366	519	49	3934	0	1449700	459800	84000	1993500	symbol3	0	2185	207	26	2418	0	903800	163600	40400	1107800	symbol4	0	3916	329	49	4294	0	835900	134300	43000	1013200	symbol5	0	3358	787	126	4271	0	714600	319600	104000	1138200	symbol6	0	5640	593	179	6412	0	942360	194320	128480	1265160	symbol7	0	6055	793	219	7067	0	741060	198240	116520	1055820	symbol8	0	6408	1050	199	7657	0	540760	174680	64560	780000	symbol9	0	4030	937	130	5097	0	170060	116070	33180	319310	symbol10	0	5051	1276	211	6538	0	210680	106160	33960	350800	symbol11	0	5154	619	202	5975	0	130932	26020	17040	173992	symbol12	0	279	0	0	279	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
