Num of Spin	Win Tier 0 FsType1 fsEntries	Win Tier 1 FsType1 fsEntries	Win Tier 2 FsType1 fsEntries	Win Tier 3 FsType1 fsEntries	Win Tier 4 FsType1 fsEntries	Win Tier 5 FsType1 fsEntries	Win Tier 6 FsType1 fsEntries	Win Tier 7 FsType1 fsEntries	Win Tier 8 FsType1 fsEntries	Win Tier 9 FsType1 fsEntries	Win Tier 10 FsType1 fsEntries	Win Tier 11 FsType1 fsEntries	Win Tier 12 FsType1 fsEntries	Win Tier 13 FsType1 fsEntries	Win Tier 14 FsType1 fsEntries	Win Tier 15 FsType1 fsEntries	Win Tier 16 FsType1 fsEntries	Win Tier 17 FsType1 fsEntries	Win Tier 18 FsType1 fsEntries	Win Tier 19 FsType1 fsEntries	Win Tier 20 FsType1 fsEntries	Win Tier 21 FsType1 fsEntries	Win Tier 22 FsType1 fsEntries	Win Tier 23 FsType1 fsEntries	Win Tier 24 FsType1 fsEntries	Win Tier 25 FsType1 fsEntries	Win Tier 0 FsType1 FreeSpins#	Win Tier 1 FsType1 FreeSpins#	Win Tier 2 FsType1 FreeSpins#	Win Tier 3 FsType1 FreeSpins#	Win Tier 4 FsType1 FreeSpins#	Win Tier 5 FsType1 FreeSpins#	Win Tier 6 FsType1 FreeSpins#	Win Tier 7 FsType1 FreeSpins#	Win Tier 8 FsType1 FreeSpins#	Win Tier 9 FsType1 FreeSpins#	Win Tier 10 FsType1 FreeSpins#	Win Tier 11 FsType1 FreeSpins#	Win Tier 12 FsType1 FreeSpins#	Win Tier 13 FsType1 FreeSpins#	Win Tier 14 FsType1 FreeSpins#	Win Tier 15 FsType1 FreeSpins#	Win Tier 16 FsType1 FreeSpins#	Win Tier 17 FsType1 FreeSpins#	Win Tier 18 FsType1 FreeSpins#	Win Tier 19 FsType1 FreeSpins#	Win Tier 20 FsType1 FreeSpins#	Win Tier 21 FsType1 FreeSpins#	Win Tier 22 FsType1 FreeSpins#	Win Tier 23 FsType1 FreeSpins#	Win Tier 24 FsType1 FreeSpins#	Win Tier 25 FsType1 FreeSpins#	Win Tier 0 FsType1 Hits#	Win Tier 1 FsType1 Hits#	Win Tier 2 FsType1 Hits#	Win Tier 3 FsType1 Hits#	Win Tier 4 FsType1 Hits#	Win Tier 5 FsType1 Hits#	Win Tier 6 FsType1 Hits#	Win Tier 7 FsType1 Hits#	Win Tier 8 FsType1 Hits#	Win Tier 9 FsType1 Hits#	Win Tier 10 FsType1 Hits#	Win Tier 11 FsType1 Hits#	Win Tier 12 FsType1 Hits#	Win Tier 13 FsType1 Hits#	Win Tier 14 FsType1 Hits#	Win Tier 15 FsType1 Hits#	Win Tier 16 FsType1 Hits#	Win Tier 17 FsType1 Hits#	Win Tier 18 FsType1 Hits#	Win Tier 19 FsType1 Hits#	Win Tier 20 FsType1 Hits#	Win Tier 21 FsType1 Hits#	Win Tier 22 FsType1 Hits#	Win Tier 23 FsType1 Hits#	Win Tier 24 FsType1 Hits#	Win Tier 25 FsType1 Hits#	Win Tier 0 FsType1 FsTotalPay	Win Tier 1 FsType1 FsTotalPay	Win Tier 2 FsType1 FsTotalPay	Win Tier 3 FsType1 FsTotalPay	Win Tier 4 FsType1 FsTotalPay	Win Tier 5 FsType1 FsTotalPay	Win Tier 6 FsType1 FsTotalPay	Win Tier 7 FsType1 FsTotalPay	Win Tier 8 FsType1 FsTotalPay	Win Tier 9 FsType1 FsTotalPay	Win Tier 10 FsType1 FsTotalPay	Win Tier 11 FsType1 FsTotalPay	Win Tier 12 FsType1 FsTotalPay	Win Tier 13 FsType1 FsTotalPay	Win Tier 14 FsType1 FsTotalPay	Win Tier 15 FsType1 FsTotalPay	Win Tier 16 FsType1 FsTotalPay	Win Tier 17 FsType1 FsTotalPay	Win Tier 18 FsType1 FsTotalPay	Win Tier 19 FsType1 FsTotalPay	Win Tier 20 FsType1 FsTotalPay	Win Tier 21 FsType1 FsTotalPay	Win Tier 22 FsType1 FsTotalPay	Win Tier 23 FsType1 FsTotalPay	Win Tier 24 FsType1 FsTotalPay	Win Tier 25 FsType1 FsTotalPay	Win Tier 0 FsType1 FsMax	Win Tier 1 FsType1 FsMax	Win Tier 2 FsType1 FsMax	Win Tier 3 FsType1 FsMax	Win Tier 4 FsType1 FsMax	Win Tier 5 FsType1 FsMax	Win Tier 6 FsType1 FsMax	Win Tier 7 FsType1 FsMax	Win Tier 8 FsType1 FsMax	Win Tier 9 FsType1 FsMax	Win Tier 10 FsType1 FsMax	Win Tier 11 FsType1 FsMax	Win Tier 12 FsType1 FsMax	Win Tier 13 FsType1 FsMax	Win Tier 14 FsType1 FsMax	Win Tier 15 FsType1 FsMax	Win Tier 16 FsType1 FsMax	Win Tier 17 FsType1 FsMax	Win Tier 18 FsType1 FsMax	Win Tier 19 FsType1 FsMax	Win Tier 20 FsType1 FsMax	Win Tier 21 FsType1 FsMax	Win Tier 22 FsType1 FsMax	Win Tier 23 FsType1 FsMax	Win Tier 24 FsType1 FsMax	Win Tier 25 FsType1 FsMax	Win Tier 0 BonusType1 BonusEntries	Win Tier 1 BonusType1 BonusEntries	Win Tier 2 BonusType1 BonusEntries	Win Tier 3 BonusType1 BonusEntries	Win Tier 4 BonusType1 BonusEntries	Win Tier 5 BonusType1 BonusEntries	Win Tier 6 BonusType1 BonusEntries	Win Tier 7 BonusType1 BonusEntries	Win Tier 8 BonusType1 BonusEntries	Win Tier 9 BonusType1 BonusEntries	Win Tier 10 BonusType1 BonusEntries	Win Tier 11 BonusType1 BonusEntries	Win Tier 12 BonusType1 BonusEntries	Win Tier 13 BonusType1 BonusEntries	Win Tier 14 BonusType1 BonusEntries	Win Tier 15 BonusType1 BonusEntries	Win Tier 16 BonusType1 BonusEntries	Win Tier 17 BonusType1 BonusEntries	Win Tier 18 BonusType1 BonusEntries	Win Tier 19 BonusType1 BonusEntries	Win Tier 20 BonusType1 BonusEntries	Win Tier 21 BonusType1 BonusEntries	Win Tier 22 BonusType1 BonusEntries	Win Tier 23 BonusType1 BonusEntries	Win Tier 24 BonusType1 BonusEntries	Win Tier 25 BonusType1 BonusEntries	Win Tier 0 BonusType1 PickBonus#	Win Tier 1 BonusType1 PickBonus#	Win Tier 2 BonusType1 PickBonus#	Win Tier 3 BonusType1 PickBonus#	Win Tier 4 BonusType1 PickBonus#	Win Tier 5 BonusType1 PickBonus#	Win Tier 6 BonusType1 PickBonus#	Win Tier 7 BonusType1 PickBonus#	Win Tier 8 BonusType1 PickBonus#	Win Tier 9 BonusType1 PickBonus#	Win Tier 10 BonusType1 PickBonus#	Win Tier 11 BonusType1 PickBonus#	Win Tier 12 BonusType1 PickBonus#	Win Tier 13 BonusType1 PickBonus#	Win Tier 14 BonusType1 PickBonus#	Win Tier 15 BonusType1 PickBonus#	Win Tier 16 BonusType1 PickBonus#	Win Tier 17 BonusType1 PickBonus#	Win Tier 18 BonusType1 PickBonus#	Win Tier 19 BonusType1 PickBonus#	Win Tier 20 BonusType1 PickBonus#	Win Tier 21 BonusType1 PickBonus#	Win Tier 22 BonusType1 PickBonus#	Win Tier 23 BonusType1 PickBonus#	Win Tier 24 BonusType1 PickBonus#	Win Tier 25 BonusType1 PickBonus#	Win Tier 0 BonusType1 Hits#	Win Tier 1 BonusType1 Hits#	Win Tier 2 BonusType1 Hits#	Win Tier 3 BonusType1 Hits#	Win Tier 4 BonusType1 Hits#	Win Tier 5 BonusType1 Hits#	Win Tier 6 BonusType1 Hits#	Win Tier 7 BonusType1 Hits#	Win Tier 8 BonusType1 Hits#	Win Tier 9 BonusType1 Hits#	Win Tier 10 BonusType1 Hits#	Win Tier 11 BonusType1 Hits#	Win Tier 12 BonusType1 Hits#	Win Tier 13 BonusType1 Hits#	Win Tier 14 BonusType1 Hits#	Win Tier 15 BonusType1 Hits#	Win Tier 16 BonusType1 Hits#	Win Tier 17 BonusType1 Hits#	Win Tier 18 BonusType1 Hits#	Win Tier 19 BonusType1 Hits#	Win Tier 20 BonusType1 Hits#	Win Tier 21 BonusType1 Hits#	Win Tier 22 BonusType1 Hits#	Win Tier 23 BonusType1 Hits#	Win Tier 24 BonusType1 Hits#	Win Tier 25 BonusType1 Hits#	Win Tier 0 BonusType1 BonusTotalPay#	Win Tier 1 BonusType1 BonusTotalPay#	Win Tier 2 BonusType1 BonusTotalPay#	Win Tier 3 BonusType1 BonusTotalPay#	Win Tier 4 BonusType1 BonusTotalPay#	Win Tier 5 BonusType1 BonusTotalPay#	Win Tier 6 BonusType1 BonusTotalPay#	Win Tier 7 BonusType1 BonusTotalPay#	Win Tier 8 BonusType1 BonusTotalPay#	Win Tier 9 BonusType1 BonusTotalPay#	Win Tier 10 BonusType1 BonusTotalPay#	Win Tier 11 BonusType1 BonusTotalPay#	Win Tier 12 BonusType1 BonusTotalPay#	Win Tier 13 BonusType1 BonusTotalPay#	Win Tier 14 BonusType1 BonusTotalPay#	Win Tier 15 BonusType1 BonusTotalPay#	Win Tier 16 BonusType1 BonusTotalPay#	Win Tier 17 BonusType1 BonusTotalPay#	Win Tier 18 BonusType1 BonusTotalPay#	Win Tier 19 BonusType1 BonusTotalPay#	Win Tier 20 BonusType1 BonusTotalPay#	Win Tier 21 BonusType1 BonusTotalPay#	Win Tier 22 BonusType1 BonusTotalPay#	Win Tier 23 BonusType1 BonusTotalPay#	Win Tier 24 BonusType1 BonusTotalPay#	Win Tier 25 BonusType1 BonusTotalPay#	Win Tier 0 BonusType1 BonusMax	Win Tier 1 BonusType1 BonusMax	Win Tier 2 BonusType1 BonusMax	Win Tier 3 BonusType1 BonusMax	Win Tier 4 BonusType1 BonusMax	Win Tier 5 BonusType1 BonusMax	Win Tier 6 BonusType1 BonusMax	Win Tier 7 BonusType1 BonusMax	Win Tier 8 BonusType1 BonusMax	Win Tier 9 BonusType1 BonusMax	Win Tier 10 BonusType1 BonusMax	Win Tier 11 BonusType1 BonusMax	Win Tier 12 BonusType1 BonusMax	Win Tier 13 BonusType1 BonusMax	Win Tier 14 BonusType1 BonusMax	Win Tier 15 BonusType1 BonusMax	Win Tier 16 BonusType1 BonusMax	Win Tier 17 BonusType1 BonusMax	Win Tier 18 BonusType1 BonusMax	Win Tier 19 BonusType1 BonusMax	Win Tier 20 BonusType1 BonusMax	Win Tier 21 BonusType1 BonusMax	Win Tier 22 BonusType1 BonusMax	Win Tier 23 BonusType1 BonusMax	Win Tier 24 BonusType1 BonusMax	Win Tier 25 BonusType1 BonusMax	
16000	0	0	0	0	0	0	4	4	6	6	2	5	2	2	2	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	64	56	16	40	16	24	24	16	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	22	19	9	22	10	8	12	5	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2508	5866	11342	17990	7794	24106	11040	13128	14698	8500	104878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	1760	2260	3320	4250	5040	5630	6888	7472	8500	13880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	13	11	8	1	11	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	13	11	8	1	11	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	13	11	8	1	11	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29040	42592	44792	39424	5808	71104	15136	17600	25960	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7744	8800	15400	17600	0	0	0	0	0	0	0	0	
17000	0	0	0	0	0	0	4	5	7	6	2	5	2	2	2	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	40	72	56	16	40	16	24	24	16	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	15	25	19	9	22	10	8	12	5	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2508	7426	13912	17990	7794	24106	11040	13128	14698	8500	131058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	1760	2570	3320	4250	5040	5630	6888	7472	8500	13880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	14	11	8	2	11	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	14	11	8	2	11	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	14	11	8	2	11	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29040	45760	44792	39424	11616	71104	22528	17600	34760	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7744	8800	15400	17600	0	0	0	0	0	0	0	0	
18000	0	0	0	0	0	0	4	6	7	6	2	5	2	2	2	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	48	72	56	16	40	16	24	24	16	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	17	25	19	9	22	10	8	12	5	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2508	8680	13912	17990	7794	24106	11040	13128	14698	8500	131058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	1760	2570	3320	4250	5040	5630	6888	7472	8500	13880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	14	11	10	2	11	3	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	14	11	10	2	11	3	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	14	11	10	2	11	3	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31680	45760	44792	48928	11616	71104	22528	17600	47080	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7744	8800	15400	17600	0	0	0	0	0	0	0	0	
19000	0	0	0	0	0	0	4	6	8	6	2	6	2	3	2	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	48	80	56	16	48	16	32	24	16	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	17	29	19	9	26	10	13	12	5	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2508	8680	15922	17990	7794	28656	11040	20160	14698	8500	146398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	1760	2570	3320	4250	5040	5630	7032	7472	8500	15340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	12	11	2	11	3	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	12	11	2	11	3	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	12	11	2	11	3	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31680	49280	48664	54208	11616	71104	22528	17600	47080	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7744	8800	15400	17600	0	0	0	0	0	0	0	0	
20000	0	0	0	0	0	0	4	6	8	6	3	7	2	3	2	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	48	80	56	24	56	16	32	24	16	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	17	29	19	14	33	10	13	12	5	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2508	8680	15922	17990	11878	33340	11040	20160	14698	8500	158308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	1760	2570	3320	4250	5040	5630	7032	7472	8500	15340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	12	12	2	11	3	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	12	12	2	11	3	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	12	12	2	11	3	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31680	49280	48664	59488	11616	71104	22528	17600	47080	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7744	8800	15400	17600	0	0	0	0	0	0	0	0	
21000	0	0	0	0	0	0	5	6	8	6	3	7	2	3	2	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	48	80	56	24	56	16	32	24	16	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	17	29	19	14	33	10	13	12	5	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3268	8680	15922	17990	11878	33340	11040	20160	14698	8500	158308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	1760	2570	3320	4250	5040	5630	7032	7472	8500	15340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	16	12	12	2	11	4	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	16	12	12	2	11	4	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	16	12	12	2	11	4	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34320	52800	48664	59488	11616	71104	30272	17600	47080	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7744	8800	15400	17600	0	0	0	0	0	0	0	0	
22000	0	0	0	0	0	0	5	6	9	7	4	8	2	4	2	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	48	88	64	32	64	16	40	24	16	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	17	33	21	17	37	10	18	12	5	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3268	8680	18322	20670	15820	37742	11040	26470	14698	8500	158308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	1760	2570	3320	4250	5040	5630	7032	7472	8500	15340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	16	12	13	2	11	4	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	16	12	13	2	11	4	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	16	12	13	2	11	4	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36960	52800	48664	64240	11616	71104	30272	17600	47080	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7744	8800	15400	17600	0	0	0	0	0	0	0	0	
23000	0	0	0	0	0	0	5	6	9	7	4	8	3	5	2	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	48	88	64	32	64	24	48	24	16	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	17	33	21	17	37	15	23	12	5	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3268	8680	18322	20670	15820	37742	16864	33160	14698	8500	168238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	1760	2570	3320	4250	5040	5824	7032	7472	8500	15340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	17	13	13	2	11	5	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	17	13	13	2	11	5	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	17	13	13	2	11	5	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39600	56320	53064	64240	11616	71104	38016	17600	47080	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7744	8800	15400	17600	0	0	0	0	0	0	0	0	
24000	0	0	0	0	0	0	5	6	9	7	4	8	5	7	2	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	48	88	64	32	64	40	64	24	16	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	17	33	21	17	37	23	33	12	5	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3268	8680	18322	20670	15820	37742	27970	45812	14698	8500	168238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	1760	2570	3320	4250	5040	5824	7032	7472	8500	15340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	18	14	13	2	11	5	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	18	14	13	2	11	5	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	18	14	13	2	11	5	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39600	59488	56936	64240	11616	71104	38016	17600	47080	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7744	8800	15400	17600	0	0	0	0	0	0	0	0	
25000	0	0	0	0	0	0	5	7	9	8	4	8	5	8	2	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	56	88	80	32	64	40	72	24	16	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	20	33	25	17	37	23	37	12	5	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3268	9604	18322	23442	15820	37742	27970	52578	14698	8500	179888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	1760	2570	3320	4250	5040	5824	7032	7472	8500	15340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	14	13	2	11	5	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	14	13	2	11	5	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	14	13	2	11	5	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42240	59488	56936	64240	11616	71104	38016	17600	47080	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7744	8800	15400	17600	0	0	0	0	0	0	0	0	
26000	0	0	0	0	0	0	5	7	10	8	4	9	5	8	2	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	56	96	80	32	72	40	72	24	16	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	20	36	25	17	42	23	37	12	5	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3268	9604	20722	23442	15820	42152	27970	52578	14698	8500	179888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	1760	2570	3320	4250	5040	5824	7032	7472	8500	15340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	18	15	13	2	12	5	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	18	15	13	2	12	5	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	18	15	13	2	12	5	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44880	59488	60896	64240	11616	77440	38016	17600	47080	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7744	8800	15400	17600	0	0	0	0	0	0	0	0	
27000	1	0	0	0	0	0	5	7	10	8	4	9	5	8	2	1	16	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	40	56	96	80	32	72	40	72	24	16	200	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	11	20	36	25	17	42	23	37	12	5	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3268	9604	20722	23442	15820	42152	27970	52578	14698	8500	191488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	1760	2570	3320	4250	5040	5824	7032	7472	8500	15340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	18	16	13	2	12	6	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	18	16	13	2	12	6	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	18	16	13	2	12	6	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44880	59488	64768	64240	11616	77440	45056	17600	67320	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7744	8800	15400	17600	0	0	0	0	0	0	0	0	
28000	1	0	0	0	0	0	5	7	11	8	4	10	6	8	2	1	17	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	40	56	104	80	32	80	56	72	24	16	216	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	11	20	38	25	17	48	28	37	12	5	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3268	9604	22842	23442	15820	46928	33650	52578	14698	8500	202836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	1760	2570	3320	4250	5040	5824	7032	7472	8500	15340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	16	13	2	13	6	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	16	13	2	13	6	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	16	13	2	13	6	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47520	59488	64768	64240	11616	84480	45056	17600	67320	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7744	8800	15400	17600	0	0	0	0	0	0	0	0	
29000	1	0	0	0	0	0	5	7	12	8	5	11	6	9	2	1	17	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	40	56	112	80	40	88	56	80	24	16	216	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	11	20	40	25	18	54	28	42	12	5	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3268	9604	25412	23442	20168	51548	33650	59530	14698	8500	202836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	1760	2570	3320	4348	5040	5824	7032	7472	8500	15340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	19	16	13	2	14	6	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	19	16	13	2	14	6	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	19	16	13	2	14	6	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47520	62656	64768	64240	11616	91080	45056	17600	67320	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7744	8800	15400	17600	0	0	0	0	0	0	0	0	
30000	1	0	0	0	0	1	5	8	12	8	5	12	6	9	2	1	17	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	40	64	112	80	40	96	56	80	24	16	216	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	11	24	40	25	18	59	28	42	12	5	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	3268	10594	25412	23442	20168	56228	33650	59530	14698	8500	202836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	780	1760	2570	3320	4348	5040	5824	7032	7472	8500	15340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	19	16	13	2	15	6	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	19	16	13	2	15	6	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	19	16	13	2	15	6	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47520	62656	64768	64240	11616	97416	45056	17600	67320	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7744	8800	15400	17600	0	0	0	0	0	0	0	0	
