Num of Spin	Win Tier 0 FsType1 fsEntries	Win Tier 1 FsType1 fsEntries	Win Tier 2 FsType1 fsEntries	Win Tier 3 FsType1 fsEntries	Win Tier 4 FsType1 fsEntries	Win Tier 5 FsType1 fsEntries	Win Tier 6 FsType1 fsEntries	Win Tier 7 FsType1 fsEntries	Win Tier 8 FsType1 fsEntries	Win Tier 9 FsType1 fsEntries	Win Tier 10 FsType1 fsEntries	Win Tier 11 FsType1 fsEntries	Win Tier 12 FsType1 fsEntries	Win Tier 13 FsType1 fsEntries	Win Tier 14 FsType1 fsEntries	Win Tier 15 FsType1 fsEntries	Win Tier 16 FsType1 fsEntries	Win Tier 17 FsType1 fsEntries	Win Tier 18 FsType1 fsEntries	Win Tier 19 FsType1 fsEntries	Win Tier 20 FsType1 fsEntries	Win Tier 21 FsType1 fsEntries	Win Tier 22 FsType1 fsEntries	Win Tier 23 FsType1 fsEntries	Win Tier 24 FsType1 fsEntries	Win Tier 25 FsType1 fsEntries	Win Tier 0 FsType1 FreeSpins#	Win Tier 1 FsType1 FreeSpins#	Win Tier 2 FsType1 FreeSpins#	Win Tier 3 FsType1 FreeSpins#	Win Tier 4 FsType1 FreeSpins#	Win Tier 5 FsType1 FreeSpins#	Win Tier 6 FsType1 FreeSpins#	Win Tier 7 FsType1 FreeSpins#	Win Tier 8 FsType1 FreeSpins#	Win Tier 9 FsType1 FreeSpins#	Win Tier 10 FsType1 FreeSpins#	Win Tier 11 FsType1 FreeSpins#	Win Tier 12 FsType1 FreeSpins#	Win Tier 13 FsType1 FreeSpins#	Win Tier 14 FsType1 FreeSpins#	Win Tier 15 FsType1 FreeSpins#	Win Tier 16 FsType1 FreeSpins#	Win Tier 17 FsType1 FreeSpins#	Win Tier 18 FsType1 FreeSpins#	Win Tier 19 FsType1 FreeSpins#	Win Tier 20 FsType1 FreeSpins#	Win Tier 21 FsType1 FreeSpins#	Win Tier 22 FsType1 FreeSpins#	Win Tier 23 FsType1 FreeSpins#	Win Tier 24 FsType1 FreeSpins#	Win Tier 25 FsType1 FreeSpins#	Win Tier 0 FsType1 Hits#	Win Tier 1 FsType1 Hits#	Win Tier 2 FsType1 Hits#	Win Tier 3 FsType1 Hits#	Win Tier 4 FsType1 Hits#	Win Tier 5 FsType1 Hits#	Win Tier 6 FsType1 Hits#	Win Tier 7 FsType1 Hits#	Win Tier 8 FsType1 Hits#	Win Tier 9 FsType1 Hits#	Win Tier 10 FsType1 Hits#	Win Tier 11 FsType1 Hits#	Win Tier 12 FsType1 Hits#	Win Tier 13 FsType1 Hits#	Win Tier 14 FsType1 Hits#	Win Tier 15 FsType1 Hits#	Win Tier 16 FsType1 Hits#	Win Tier 17 FsType1 Hits#	Win Tier 18 FsType1 Hits#	Win Tier 19 FsType1 Hits#	Win Tier 20 FsType1 Hits#	Win Tier 21 FsType1 Hits#	Win Tier 22 FsType1 Hits#	Win Tier 23 FsType1 Hits#	Win Tier 24 FsType1 Hits#	Win Tier 25 FsType1 Hits#	Win Tier 0 FsType1 FsTotalPay	Win Tier 1 FsType1 FsTotalPay	Win Tier 2 FsType1 FsTotalPay	Win Tier 3 FsType1 FsTotalPay	Win Tier 4 FsType1 FsTotalPay	Win Tier 5 FsType1 FsTotalPay	Win Tier 6 FsType1 FsTotalPay	Win Tier 7 FsType1 FsTotalPay	Win Tier 8 FsType1 FsTotalPay	Win Tier 9 FsType1 FsTotalPay	Win Tier 10 FsType1 FsTotalPay	Win Tier 11 FsType1 FsTotalPay	Win Tier 12 FsType1 FsTotalPay	Win Tier 13 FsType1 FsTotalPay	Win Tier 14 FsType1 FsTotalPay	Win Tier 15 FsType1 FsTotalPay	Win Tier 16 FsType1 FsTotalPay	Win Tier 17 FsType1 FsTotalPay	Win Tier 18 FsType1 FsTotalPay	Win Tier 19 FsType1 FsTotalPay	Win Tier 20 FsType1 FsTotalPay	Win Tier 21 FsType1 FsTotalPay	Win Tier 22 FsType1 FsTotalPay	Win Tier 23 FsType1 FsTotalPay	Win Tier 24 FsType1 FsTotalPay	Win Tier 25 FsType1 FsTotalPay	Win Tier 0 FsType1 FsMax	Win Tier 1 FsType1 FsMax	Win Tier 2 FsType1 FsMax	Win Tier 3 FsType1 FsMax	Win Tier 4 FsType1 FsMax	Win Tier 5 FsType1 FsMax	Win Tier 6 FsType1 FsMax	Win Tier 7 FsType1 FsMax	Win Tier 8 FsType1 FsMax	Win Tier 9 FsType1 FsMax	Win Tier 10 FsType1 FsMax	Win Tier 11 FsType1 FsMax	Win Tier 12 FsType1 FsMax	Win Tier 13 FsType1 FsMax	Win Tier 14 FsType1 FsMax	Win Tier 15 FsType1 FsMax	Win Tier 16 FsType1 FsMax	Win Tier 17 FsType1 FsMax	Win Tier 18 FsType1 FsMax	Win Tier 19 FsType1 FsMax	Win Tier 20 FsType1 FsMax	Win Tier 21 FsType1 FsMax	Win Tier 22 FsType1 FsMax	Win Tier 23 FsType1 FsMax	Win Tier 24 FsType1 FsMax	Win Tier 25 FsType1 FsMax	Win Tier 0 BonusType1 BonusEntries	Win Tier 1 BonusType1 BonusEntries	Win Tier 2 BonusType1 BonusEntries	Win Tier 3 BonusType1 BonusEntries	Win Tier 4 BonusType1 BonusEntries	Win Tier 5 BonusType1 BonusEntries	Win Tier 6 BonusType1 BonusEntries	Win Tier 7 BonusType1 BonusEntries	Win Tier 8 BonusType1 BonusEntries	Win Tier 9 BonusType1 BonusEntries	Win Tier 10 BonusType1 BonusEntries	Win Tier 11 BonusType1 BonusEntries	Win Tier 12 BonusType1 BonusEntries	Win Tier 13 BonusType1 BonusEntries	Win Tier 14 BonusType1 BonusEntries	Win Tier 15 BonusType1 BonusEntries	Win Tier 16 BonusType1 BonusEntries	Win Tier 17 BonusType1 BonusEntries	Win Tier 18 BonusType1 BonusEntries	Win Tier 19 BonusType1 BonusEntries	Win Tier 20 BonusType1 BonusEntries	Win Tier 21 BonusType1 BonusEntries	Win Tier 22 BonusType1 BonusEntries	Win Tier 23 BonusType1 BonusEntries	Win Tier 24 BonusType1 BonusEntries	Win Tier 25 BonusType1 BonusEntries	Win Tier 0 BonusType1 PickBonus#	Win Tier 1 BonusType1 PickBonus#	Win Tier 2 BonusType1 PickBonus#	Win Tier 3 BonusType1 PickBonus#	Win Tier 4 BonusType1 PickBonus#	Win Tier 5 BonusType1 PickBonus#	Win Tier 6 BonusType1 PickBonus#	Win Tier 7 BonusType1 PickBonus#	Win Tier 8 BonusType1 PickBonus#	Win Tier 9 BonusType1 PickBonus#	Win Tier 10 BonusType1 PickBonus#	Win Tier 11 BonusType1 PickBonus#	Win Tier 12 BonusType1 PickBonus#	Win Tier 13 BonusType1 PickBonus#	Win Tier 14 BonusType1 PickBonus#	Win Tier 15 BonusType1 PickBonus#	Win Tier 16 BonusType1 PickBonus#	Win Tier 17 BonusType1 PickBonus#	Win Tier 18 BonusType1 PickBonus#	Win Tier 19 BonusType1 PickBonus#	Win Tier 20 BonusType1 PickBonus#	Win Tier 21 BonusType1 PickBonus#	Win Tier 22 BonusType1 PickBonus#	Win Tier 23 BonusType1 PickBonus#	Win Tier 24 BonusType1 PickBonus#	Win Tier 25 BonusType1 PickBonus#	Win Tier 0 BonusType1 Hits#	Win Tier 1 BonusType1 Hits#	Win Tier 2 BonusType1 Hits#	Win Tier 3 BonusType1 Hits#	Win Tier 4 BonusType1 Hits#	Win Tier 5 BonusType1 Hits#	Win Tier 6 BonusType1 Hits#	Win Tier 7 BonusType1 Hits#	Win Tier 8 BonusType1 Hits#	Win Tier 9 BonusType1 Hits#	Win Tier 10 BonusType1 Hits#	Win Tier 11 BonusType1 Hits#	Win Tier 12 BonusType1 Hits#	Win Tier 13 BonusType1 Hits#	Win Tier 14 BonusType1 Hits#	Win Tier 15 BonusType1 Hits#	Win Tier 16 BonusType1 Hits#	Win Tier 17 BonusType1 Hits#	Win Tier 18 BonusType1 Hits#	Win Tier 19 BonusType1 Hits#	Win Tier 20 BonusType1 Hits#	Win Tier 21 BonusType1 Hits#	Win Tier 22 BonusType1 Hits#	Win Tier 23 BonusType1 Hits#	Win Tier 24 BonusType1 Hits#	Win Tier 25 BonusType1 Hits#	Win Tier 0 BonusType1 BonusTotalPay#	Win Tier 1 BonusType1 BonusTotalPay#	Win Tier 2 BonusType1 BonusTotalPay#	Win Tier 3 BonusType1 BonusTotalPay#	Win Tier 4 BonusType1 BonusTotalPay#	Win Tier 5 BonusType1 BonusTotalPay#	Win Tier 6 BonusType1 BonusTotalPay#	Win Tier 7 BonusType1 BonusTotalPay#	Win Tier 8 BonusType1 BonusTotalPay#	Win Tier 9 BonusType1 BonusTotalPay#	Win Tier 10 BonusType1 BonusTotalPay#	Win Tier 11 BonusType1 BonusTotalPay#	Win Tier 12 BonusType1 BonusTotalPay#	Win Tier 13 BonusType1 BonusTotalPay#	Win Tier 14 BonusType1 BonusTotalPay#	Win Tier 15 BonusType1 BonusTotalPay#	Win Tier 16 BonusType1 BonusTotalPay#	Win Tier 17 BonusType1 BonusTotalPay#	Win Tier 18 BonusType1 BonusTotalPay#	Win Tier 19 BonusType1 BonusTotalPay#	Win Tier 20 BonusType1 BonusTotalPay#	Win Tier 21 BonusType1 BonusTotalPay#	Win Tier 22 BonusType1 BonusTotalPay#	Win Tier 23 BonusType1 BonusTotalPay#	Win Tier 24 BonusType1 BonusTotalPay#	Win Tier 25 BonusType1 BonusTotalPay#	Win Tier 0 BonusType1 BonusMax	Win Tier 1 BonusType1 BonusMax	Win Tier 2 BonusType1 BonusMax	Win Tier 3 BonusType1 BonusMax	Win Tier 4 BonusType1 BonusMax	Win Tier 5 BonusType1 BonusMax	Win Tier 6 BonusType1 BonusMax	Win Tier 7 BonusType1 BonusMax	Win Tier 8 BonusType1 BonusMax	Win Tier 9 BonusType1 BonusMax	Win Tier 10 BonusType1 BonusMax	Win Tier 11 BonusType1 BonusMax	Win Tier 12 BonusType1 BonusMax	Win Tier 13 BonusType1 BonusMax	Win Tier 14 BonusType1 BonusMax	Win Tier 15 BonusType1 BonusMax	Win Tier 16 BonusType1 BonusMax	Win Tier 17 BonusType1 BonusMax	Win Tier 18 BonusType1 BonusMax	Win Tier 19 BonusType1 BonusMax	Win Tier 20 BonusType1 BonusMax	Win Tier 21 BonusType1 BonusMax	Win Tier 22 BonusType1 BonusMax	Win Tier 23 BonusType1 BonusMax	Win Tier 24 BonusType1 BonusMax	Win Tier 25 BonusType1 BonusMax	
780000	8	9	14	22	19	28	125	308	280	277	214	148	140	113	91	65	268	49	16	4	1	0	0	1	0	0	64	72	112	176	152	224	1000	2488	2296	2280	1784	1240	1192	1000	840	680	3168	864	280	104	16	0	0	72	0	0	64	8	16	36	38	49	276	918	945	1054	891	658	636	560	480	368	1728	447	162	53	7	0	0	27	0	0	0	420	1868	5032	5674	10958	82030	405980	613064	849326	849746	715972	797396	740194	676634	541450	3150562	1062798	475410	156824	45268	0	0	70472	0	0	0	80	176	264	340	440	880	1760	2640	3520	4392	5280	6158	7032	7900	8796	17582	26314	33546	42660	45268	0	0	70472	0	0	0	0	0	0	0	0	0	0	264	521	330	399	69	251	126	89	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	521	330	399	69	251	126	89	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	521	330	399	69	251	126	89	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	696960	1692944	1313752	1990208	384736	1661792	973544	774224	1793880	148192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	22000	0	0	0	0	0	0	0	0	
781000	8	9	14	22	19	28	125	309	280	277	214	148	140	113	91	65	268	49	16	4	1	0	0	1	0	0	64	72	112	176	152	224	1000	2496	2296	2280	1784	1240	1192	1000	840	680	3168	864	280	104	16	0	0	72	0	0	64	8	16	36	38	49	276	921	945	1054	891	658	636	560	480	368	1728	447	162	53	7	0	0	27	0	0	0	420	1868	5032	5674	10958	82030	407110	613064	849326	849746	715972	797396	740194	676634	541450	3150562	1062798	475410	156824	45268	0	0	70472	0	0	0	80	176	264	340	440	880	1760	2640	3520	4392	5280	6158	7032	7900	8796	17582	26314	33546	42660	45268	0	0	70472	0	0	0	0	0	0	0	0	0	0	264	521	330	401	69	251	127	89	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	521	330	401	69	251	127	89	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	521	330	401	69	251	127	89	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	696960	1692944	1313752	2000240	384736	1661792	981464	774224	1793880	148192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	22000	0	0	0	0	0	0	0	0	
782000	8	9	14	22	19	29	125	309	281	277	214	148	140	113	91	66	270	49	16	4	1	0	0	1	0	0	64	72	112	176	152	232	1000	2496	2304	2280	1784	1240	1192	1000	840	688	3184	864	280	104	16	0	0	72	0	0	64	8	16	36	38	51	276	921	948	1054	891	658	636	560	480	373	1739	447	162	53	7	0	0	27	0	0	0	420	1868	5032	5674	11348	82030	407110	614794	849326	849746	715972	797396	740194	676634	549608	3173224	1062798	475410	156824	45268	0	0	70472	0	0	0	80	176	264	340	440	880	1760	2640	3520	4392	5280	6158	7032	7900	8796	17582	26314	33546	42660	45268	0	0	70472	0	0	0	0	0	0	0	0	0	0	264	522	330	402	69	252	127	89	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	522	330	402	69	252	127	89	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	522	330	402	69	252	127	89	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	696960	1696112	1313752	2005520	384736	1668128	981464	774224	1793880	148192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	22000	0	0	0	0	0	0	0	0	
783000	8	9	14	22	19	29	125	309	281	277	214	148	140	113	91	66	270	49	16	4	1	0	0	1	0	0	64	72	112	176	152	232	1000	2496	2304	2280	1784	1240	1192	1000	840	688	3184	864	280	104	16	0	0	72	0	0	64	8	16	36	38	51	276	921	948	1054	891	658	636	560	480	373	1739	447	162	53	7	0	0	27	0	0	0	420	1868	5032	5674	11348	82030	407110	614794	849326	849746	715972	797396	740194	676634	549608	3173224	1062798	475410	156824	45268	0	0	70472	0	0	0	80	176	264	340	440	880	1760	2640	3520	4392	5280	6158	7032	7900	8796	17582	26314	33546	42660	45268	0	0	70472	0	0	0	0	0	0	0	0	0	0	266	523	331	402	69	253	127	89	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	523	331	402	69	253	127	89	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	523	331	402	69	253	127	89	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702240	1699280	1317712	2005520	384736	1674464	981464	774224	1793880	148192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	22000	0	0	0	0	0	0	0	0	
784000	8	9	14	22	19	30	125	310	283	278	215	149	140	113	91	66	270	49	16	4	1	0	0	1	0	0	64	72	112	176	152	240	1000	2504	2320	2288	1792	1256	1192	1000	840	688	3184	864	280	104	16	0	0	72	0	0	64	8	16	36	38	53	276	924	955	1059	896	663	636	560	480	373	1739	447	162	53	7	0	0	27	0	0	0	420	1868	5032	5674	11748	82030	408282	618684	852376	853390	720392	797396	740194	676634	549608	3173224	1062798	475410	156824	45268	0	0	70472	0	0	0	80	176	264	340	440	880	1760	2640	3520	4392	5280	6158	7032	7900	8796	17582	26314	33546	42660	45268	0	0	70472	0	0	0	0	0	0	0	0	0	0	266	525	331	402	69	253	127	90	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	525	331	402	69	253	127	90	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	525	331	402	69	253	127	90	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702240	1705616	1317712	2005520	384736	1674464	981464	783024	1793880	148192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	22000	0	0	0	0	0	0	0	0	
785000	8	9	14	22	19	30	125	311	284	278	215	149	140	113	91	66	270	49	16	4	1	0	0	1	0	0	64	72	112	176	152	240	1000	2512	2328	2288	1792	1256	1192	1000	840	688	3184	864	280	104	16	0	0	72	0	0	64	8	16	36	38	53	276	926	962	1059	896	663	636	560	480	373	1739	447	162	53	7	0	0	27	0	0	0	420	1868	5032	5674	11748	82030	409262	620752	852376	853390	720392	797396	740194	676634	549608	3173224	1062798	475410	156824	45268	0	0	70472	0	0	0	80	176	264	340	440	880	1760	2640	3520	4392	5280	6158	7032	7900	8796	17582	26314	33546	42660	45268	0	0	70472	0	0	0	0	0	0	0	0	0	0	266	525	331	403	69	253	127	90	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	525	331	403	69	253	127	90	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	525	331	403	69	253	127	90	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702240	1705616	1317712	2010272	384736	1674464	981464	783024	1793880	148192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	22000	0	0	0	0	0	0	0	0	
786000	8	9	14	22	19	30	125	311	284	278	215	149	140	113	91	66	271	49	16	4	1	0	0	1	0	0	64	72	112	176	152	240	1000	2512	2328	2288	1792	1256	1192	1000	840	688	3192	864	280	104	16	0	0	72	0	0	64	8	16	36	38	53	276	926	962	1059	896	663	636	560	480	373	1744	447	162	53	7	0	0	27	0	0	0	420	1868	5032	5674	11748	82030	409262	620752	852376	853390	720392	797396	740194	676634	549608	3183104	1062798	475410	156824	45268	0	0	70472	0	0	0	80	176	264	340	440	880	1760	2640	3520	4392	5280	6158	7032	7900	8796	17582	26314	33546	42660	45268	0	0	70472	0	0	0	0	0	0	0	0	0	0	266	527	335	403	69	254	127	90	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	527	335	403	69	254	127	90	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	527	335	403	69	254	127	90	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702240	1711952	1333728	2010272	384736	1680800	981464	783024	1793880	148192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	22000	0	0	0	0	0	0	0	0	
787000	8	9	14	22	19	30	125	311	284	278	215	149	140	114	91	66	271	49	16	4	1	0	0	1	0	0	64	72	112	176	152	240	1000	2512	2328	2288	1792	1256	1192	1008	840	688	3192	864	280	104	16	0	0	72	0	0	64	8	16	36	38	53	276	926	962	1059	896	663	636	564	480	373	1744	447	162	53	7	0	0	27	0	0	0	420	1868	5032	5674	11748	82030	409262	620752	852376	853390	720392	797396	745366	676634	549608	3183104	1062798	475410	156824	45268	0	0	70472	0	0	0	80	176	264	340	440	880	1760	2640	3520	4392	5280	6158	7032	7900	8796	17582	26314	33546	42660	45268	0	0	70472	0	0	0	0	0	0	0	0	0	0	267	527	335	404	69	254	127	91	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	527	335	404	69	254	127	91	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	527	335	404	69	254	127	91	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	704880	1711952	1333728	2014672	384736	1680800	981464	791824	1793880	148192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	22000	0	0	0	0	0	0	0	0	
788000	8	9	14	22	19	31	125	311	284	278	215	149	140	115	91	66	271	49	16	4	1	0	0	1	0	0	64	72	112	176	152	248	1000	2512	2328	2288	1792	1256	1192	1016	840	688	3192	864	280	104	16	0	0	72	0	0	64	8	16	36	38	55	276	926	962	1059	896	663	636	569	480	373	1744	447	162	53	7	0	0	27	0	0	0	420	1868	5032	5674	12188	82030	409262	620752	852376	853390	720392	797396	751676	676634	549608	3183104	1062798	475410	156824	45268	0	0	70472	0	0	0	80	176	264	340	440	880	1760	2640	3520	4392	5280	6158	7032	7900	8796	17582	26314	33546	42660	45268	0	0	70472	0	0	0	0	0	0	0	0	0	0	268	527	335	404	69	254	127	91	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	527	335	404	69	254	127	91	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	527	335	404	69	254	127	91	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707520	1711952	1333728	2014672	384736	1680800	981464	791824	1793880	148192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	22000	0	0	0	0	0	0	0	0	
789000	8	9	14	22	19	31	126	312	285	278	215	149	140	115	91	66	271	49	16	4	1	0	0	1	0	0	64	72	112	176	152	248	1008	2520	2336	2288	1792	1256	1192	1016	840	688	3192	864	280	104	16	0	0	72	0	0	64	8	16	36	38	55	279	930	967	1059	896	663	636	569	480	373	1744	447	162	53	7	0	0	27	0	0	0	420	1868	5032	5674	12188	82798	410836	623212	852376	853390	720392	797396	751676	676634	549608	3183104	1062798	475410	156824	45268	0	0	70472	0	0	0	80	176	264	340	440	880	1760	2640	3520	4392	5280	6158	7032	7900	8796	17582	26314	33546	42660	45268	0	0	70472	0	0	0	0	0	0	0	0	0	0	268	527	335	404	69	254	127	92	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	527	335	404	69	254	127	92	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	527	335	404	69	254	127	92	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707520	1711952	1333728	2014672	384736	1680800	981464	800624	1793880	148192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	22000	0	0	0	0	0	0	0	0	
790000	8	9	14	22	19	31	126	312	285	278	215	150	140	115	92	66	273	49	16	4	1	0	0	1	0	0	64	72	112	176	152	248	1008	2520	2336	2288	1792	1264	1192	1016	848	688	3224	864	280	104	16	0	0	72	0	0	64	8	16	36	38	55	279	930	967	1059	896	665	636	569	484	373	1758	447	162	53	7	0	0	27	0	0	0	420	1868	5032	5674	12188	82798	410836	623212	852376	853390	724866	797396	751676	684044	549608	3208418	1062798	475410	156824	45268	0	0	70472	0	0	0	80	176	264	340	440	880	1760	2640	3520	4392	5280	6158	7032	7900	8796	17582	26314	33546	42660	45268	0	0	70472	0	0	0	0	0	0	0	0	0	0	268	529	335	404	69	254	127	93	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	529	335	404	69	254	127	93	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	529	335	404	69	254	127	93	152	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707520	1718640	1333728	2014672	384736	1680800	981464	809424	1793880	148192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	22000	0	0	0	0	0	0	0	0	
791000	8	9	14	22	19	31	126	313	285	278	215	150	141	115	92	66	273	49	16	4	1	0	0	1	0	0	64	72	112	176	152	248	1008	2528	2336	2288	1792	1264	1200	1016	848	688	3224	864	280	104	16	0	0	72	0	0	64	8	16	36	38	55	279	933	967	1059	896	665	640	569	484	373	1758	447	162	53	7	0	0	27	0	0	0	420	1868	5032	5674	12188	82798	411944	623212	852376	853390	724866	803166	751676	684044	549608	3208418	1062798	475410	156824	45268	0	0	70472	0	0	0	80	176	264	340	440	880	1760	2640	3520	4392	5280	6158	7032	7900	8796	17582	26314	33546	42660	45268	0	0	70472	0	0	0	0	0	0	0	0	0	0	268	531	336	404	69	254	127	93	153	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	531	336	404	69	254	127	93	153	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	531	336	404	69	254	127	93	153	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707520	1725328	1337600	2014672	384736	1680800	981464	809424	1803736	148192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	22000	0	0	0	0	0	0	0	0	
792000	8	9	14	22	19	31	126	314	285	278	215	150	141	115	92	66	273	49	16	4	1	0	0	1	0	0	64	72	112	176	152	248	1008	2536	2336	2288	1792	1264	1200	1016	848	688	3224	864	280	104	16	0	0	72	0	0	64	8	16	36	38	55	279	936	967	1059	896	665	640	569	484	373	1758	447	162	53	7	0	0	27	0	0	0	420	1868	5032	5674	12188	82798	413278	623212	852376	853390	724866	803166	751676	684044	549608	3208418	1062798	475410	156824	45268	0	0	70472	0	0	0	80	176	264	340	440	880	1760	2640	3520	4392	5280	6158	7032	7900	8796	17582	26314	33546	42660	45268	0	0	70472	0	0	0	0	0	0	0	0	0	0	268	534	336	406	69	254	127	93	154	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	534	336	406	69	254	127	93	154	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	534	336	406	69	254	127	93	154	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707520	1735536	1337600	2024704	384736	1680800	981464	809424	1817816	148192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	22000	0	0	0	0	0	0	0	0	
793000	8	9	14	22	19	31	126	314	285	279	215	150	141	115	92	66	274	49	16	4	1	0	0	1	0	0	64	72	112	176	152	248	1008	2536	2336	2296	1792	1264	1200	1016	848	688	3240	864	280	104	16	0	0	72	0	0	64	8	16	36	38	55	279	936	967	1061	896	665	640	569	484	373	1764	447	162	53	7	0	0	27	0	0	0	420	1868	5032	5674	12188	82798	413278	623212	855482	853390	724866	803166	751676	684044	549608	3221834	1062798	475410	156824	45268	0	0	70472	0	0	0	80	176	264	340	440	880	1760	2640	3520	4392	5280	6158	7032	7900	8796	17582	26314	33546	42660	45268	0	0	70472	0	0	0	0	0	0	0	0	0	0	268	536	336	406	69	254	127	93	154	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	536	336	406	69	254	127	93	154	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	536	336	406	69	254	127	93	154	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707520	1742224	1337600	2024704	384736	1680800	981464	809424	1817816	148192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	22000	0	0	0	0	0	0	0	0	
